CIS	CISLabel	BN	BNlabel	NIMED	UCD13	CISLabel_processed
CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/BNfjnfto0agr94rbv9ivtgdbhbrmr7ife8	ZYVOXID	15956	3400892513997	zyvoxid 100 mg/5 ml, granules pour suspension buvable
CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion	http://www.romedi.fr/romedi/BNfjnfto0agr94rbv9ivtgdbhbrmr7ife8	ZYVOXID	13781	3400892335278	zyvoxid 2 mg/ml, solution pour perfusion
CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNbc2kmk37km031nol297n46cuauplalp7	LINEZOLIDE	30912	3400894179771	linezolide arrow 600 mg, comprime pellicule
CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion	http://www.romedi.fr/romedi/BNfjnfto0agr94rbv9ivtgdbhbrmr7ife8	ZYVOXID	26418	3400893869468	zyvoxid 2 mg/ml, solution pour perfusion
CIS68311278	ZYVOXID 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNfjnfto0agr94rbv9ivtgdbhbrmr7ife8	ZYVOXID	13880	3400892335339	zyvoxid 600 mg, comprime pellicule
CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion	http://www.romedi.fr/romedi/BNbc2kmk37km031nol297n46cuauplalp7	LINEZOLIDE	30513	3400894132417	linezolide panpharma 2 mg/ml, solution pour perfusion
CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion	http://www.romedi.fr/romedi/BNbc2kmk37km031nol297n46cuauplalp7	LINEZOLIDE	30070	3400894120759	linezolide kabi 2 mg/ml, solution pour perfusion
CIS61784766	EXOCINE 0,3 POUR CENT, collyre	http://www.romedi.fr/romedi/BNfa9s1uag4q4kdenab57qo92u6i6naguq	EXOCINE	3352	3400891434743	exocine 0,3 pour cent, collyre
CIS60151697	OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	14715	3400892498768	ofloxacine biogaran 200 mg, comprime pellicule secable
CIS61875707	OFLOXACINE MYLAN PHARMA 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	14879	3400892435206	ofloxacine mylan pharma 200 mg/40 ml, solution pour perfusion
CIS61932026	OFLOXACINE TEVA 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	14713	3400892493794	ofloxacine teva 200 mg, comprime pellicule secable
CIS62038794	OFLOXACINE EG 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	14761	3400892589701	ofloxacine eg 200 mg, comprime pellicule secable
CIS63222377	MONOFLOCET 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN3hpfgk3fthbk9gnlsnpq44s25hudk867	MONOFLOCET	10917	3400891917055	monoflocet 200 mg, comprime pellicule
CIS61868157	OFLOXACINE MACOPHARMA 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	22933	3400892777146	ofloxacine macopharma 200 mg/40 ml, solution pour perfusion
CIS61118807	QUINOFREE 1,5 mg/0,5 ml, collyre en récipient unidose	http://www.romedi.fr/romedi/BNesi4achgdlv0r9spacdm40t2j1s85hoj	QUINOFREE	26363	3400893863954	quinofree 1,5 mg/0,5 ml, collyre en recipient unidose
CIS66484819	OFLOCET 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN5vabn70r6u970ee9r66odgd6eg964a7f	OFLOCET	7324	3400891141887	oflocet 200 mg, comprime pellicule secable
CIS68399214	OFLOCET 1,5 mg/0,5 ml, solution auriculaire en récipient unidose	http://www.romedi.fr/romedi/BN5vabn70r6u970ee9r66odgd6eg964a7f	OFLOCET	10597	3400891836059	oflocet 1,5 mg/0,5 ml, solution auriculaire en recipient unidose
CIS65080478	OFLOXACINE MYLAN 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	14443	3400892441467	ofloxacine mylan 200 mg, comprime pellicule secable
CIS68270924	OFLOXACINE ARROW 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	14585	3400892556291	ofloxacine arrow 200 mg, comprime pellicule secable
CIS65525298	OFLOXACINE MYLAN 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	22395	3400892801131	ofloxacine mylan 200 mg/40 ml, solution pour perfusion
CIS67182916	OFLOXACINE AGUETTANT 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	16019	3400892721316	ofloxacine aguettant 200 mg/40 ml, solution pour perfusion
CIS66256370	OFLOXACINE BIOGARAN 1,5 mg/0,5 ml, solution pour instillation auriculaire en récipient unidose	http://www.romedi.fr/romedi/BNtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	26156	3400893657201	ofloxacine biogaran 1,5 mg/0,5 ml, solution pour instillation auriculaire en recipient unidose
CIS69918249	MONOOX 1,5 mg/0,5 ml, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/BN8k98aopk95l54abdk63ick4jjs92qhi4	MONOOX	27666	3400893900437	monoox 1,5 mg/0,5 ml, collyre en solution en recipient unidose
CIS61168144	ZYPREXA VELOTAB 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNk4o1jto7pjo2g9s18bcfmks9tqundvf4	ZYPREXA VELOTAB	13879	3400892363073	zyprexa velotab 10 mg, comprime orodispersible
CIS60456154	ZYPREXA 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNm1mcce97s71g66g6q2876lnliv5k23g4	ZYPREXA	10256	3400891938227	zyprexa 5 mg, comprime enrobe
CIS60841335	ZYPREXA 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNm1mcce97s71g66g6q2876lnliv5k23g4	ZYPREXA	10258	3400891938166	zyprexa 10 mg, comprime enrobe
CIS63216709	ZYPREXA VELOTAB 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNk4o1jto7pjo2g9s18bcfmks9tqundvf4	ZYPREXA VELOTAB	14447	3400892363363	zyprexa velotab 20 mg, comprime orodispersible
CIS63739570	ZYPREXA 10 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/BNm1mcce97s71g66g6q2876lnliv5k23g4	ZYPREXA	14411	3400892363592	zyprexa 10 mg, poudre pour solution injectable
CIS60083132	OLANZAPINE ARROW GENERIQUES 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25828	3400893400975	olanzapine arrow generiques 10 mg, comprime orodispersible
CIS60660616	OLANZAPINE ARROW GENERIQUES 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25961	3400893401057	olanzapine arrow generiques 15 mg, comprime orodispersible
CIS60898838	OLANZAPINE MYLAN 7,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25833	3400893362273	olanzapine mylan 7,5 mg, comprime pellicule
CIS62740801	OLANZAPINE SANDOZ 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25922	3400893362914	olanzapine sandoz 10 mg, comprime pellicule
CIS60126594	OLANZAPINE MYLAN 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	29107	3400894097716	olanzapine mylan 5 mg, comprime orodispersible
CIS60226979	OLANZAPINE ACCORD 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	27664	3400893904169	olanzapine accord 5 mg, comprime enrobe
CIS60457822	OLANZAPINE ACCORD 7,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	27765	3400893904220	olanzapine accord 7,5 mg, comprime enrobe
CIS60507086	OLANZAPINE BIOGARAN 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25914	3400893617397	olanzapine biogaran 5 mg, comprime enrobe
CIS60456154	ZYPREXA 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNm1mcce97s71g66g6q2876lnliv5k23g4	ZYPREXA	28787	3400893893302	zyprexa 5 mg, comprime enrobe
CIS61435661	OLANZAPINE MYLAN 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	29511	3400894097594	olanzapine mylan 15 mg, comprime orodispersible
CIS62639275	OLANZAPINE MYLAN 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	28510	3400894097655	olanzapine mylan 20 mg, comprime orodispersible
CIS62719458	OLANZAPINE MYLAN GENERIQUES 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25973	3400893635438	olanzapine mylan generiques 10 mg, comprime orodispersible
CIS63202499	OLANZAPINE ACCORD 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	27663	3400893903919	olanzapine accord 10 mg, comprime enrobe
CIS63591851	OLANZAPINE MYLAN GENERIQUES 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	26140	3400893635667	olanzapine mylan generiques 15 mg, comprime orodispersible
CIS64048591	OLANZAPINE MYLAN GENERIQUES 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25974	3400893635896	olanzapine mylan generiques 5 mg, comprime orodispersible
CIS67974498	ZYPREXA 7,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNm1mcce97s71g66g6q2876lnliv5k23g4	ZYPREXA	10257	3400891938395	zyprexa 7,5 mg, comprime enrobe
CIS67376675	ZYPREXA VELOTAB 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNk4o1jto7pjo2g9s18bcfmks9tqundvf4	ZYPREXA VELOTAB	13948	3400892363134	zyprexa velotab 15 mg, comprime orodispersible
CIS68664125	ZYPREXA VELOTAB 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNk4o1jto7pjo2g9s18bcfmks9tqundvf4	ZYPREXA VELOTAB	13878	3400892363424	zyprexa velotab 5 mg, comprime orodispersible
CIS64604682	OLANZAPINE MYLAN GENERIQUES 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	26142	3400893635728	olanzapine mylan generiques 20 mg, comprime orodispersible
CIS65000788	ZYPADHERA 300 mg, poudre et solvant pour suspension injectable à libération prolongée	http://www.romedi.fr/romedi/BNk3pqk4d73kca7le9c010m2t4o01rclqg	ZYPADHERA	24339	3400893284520	zypadhera 300 mg, poudre et solvant pour suspension injectable a liberation prolongee
CIS65771677	OLANZAPINE TEVA 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25930	3400893364406	olanzapine teva 5 mg, comprime pellicule
CIS66396881	OLANZAPINE EG 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25934	3400893402986	olanzapine eg 10 mg, comprime pellicule
CIS66627053	OLANZAPINE MYLAN 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25938	3400893424179	olanzapine mylan 10 mg, comprime pellicule
CIS67216628	OLANZAPINE ARROW GENERIQUES 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25842	3400893401118	olanzapine arrow generiques 20 mg, comprime orodispersible
CIS65023242	ZYPADHERA 405 mg, poudre et solvant pour suspension injectable à libération prolongée	http://www.romedi.fr/romedi/BNk3pqk4d73kca7le9c010m2t4o01rclqg	ZYPADHERA	24345	3400893284698	zypadhera 405 mg, poudre et solvant pour suspension injectable a liberation prolongee
CIS68362319	OLANZAPINE ARROW GENERIQUES 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	25840	3400893401286	olanzapine arrow generiques 5 mg, comprime orodispersible
CIS68880774	OLANZAPINE MYLAN 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	28509	3400894097426	olanzapine mylan 10 mg, comprime orodispersible
CIS68664125	ZYPREXA VELOTAB 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNk4o1jto7pjo2g9s18bcfmks9tqundvf4	ZYPREXA VELOTAB	29911	3400894011668	zyprexa velotab 5 mg, comprime orodispersible
CIS67673769	OLANZAPINE ARROW 10 mg, comprimé	http://www.romedi.fr/romedi/BNi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	31140	3400894162162	olanzapine arrow 10 mg, comprime
CIS61958462	BRILIQUE 90 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNdubefqse7eipcup20qcc6ui08u0hgeds	BRILIQUE	26217	3400893804414	brilique 90 mg, comprime pellicule
CIS64746646	BRILIQUE 90 mg, comprimé orodispersible	http://www.romedi.fr/romedi/BNdubefqse7eipcup20qcc6ui08u0hgeds	BRILIQUE	31630	3400894285960	brilique 90 mg, comprime orodispersible
CIS61226028	MEROPENEM KABI 1 g, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BN9vbi1sc3iq89vrlfdj6f7ro4fqjqn4t7	MEROPENEM	26635	3400893796917	meropenem kabi 1 g, poudre pour solution injectable ou pour perfusion
CIS63758987	MEROPENEM MYLAN 1 g, poudre pour solution injectable/pour perfusion	http://www.romedi.fr/romedi/BN9vbi1sc3iq89vrlfdj6f7ro4fqjqn4t7	MEROPENEM	26446	3400893914793	meropenem mylan 1 g, poudre pour solution injectable/pour perfusion
CIS63857992	MEROPENEM ARROW 1 g, poudre pour solution injectable/pour perfusion	http://www.romedi.fr/romedi/BN9vbi1sc3iq89vrlfdj6f7ro4fqjqn4t7	MEROPENEM	27839	3400893945490	meropenem arrow 1 g, poudre pour solution injectable/pour perfusion
CIS67353986	MERONEM 1 g, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BNn3crmbao4nrf4vpvev3q2lmo2k3n8ovi	MERONEM	14504	3400891947380	meronem 1 g, poudre pour solution injectable ou pour perfusion
CIS67710121	MEROPENEM PANPHARMA 1 g, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/BN9vbi1sc3iq89vrlfdj6f7ro4fqjqn4t7	MEROPENEM	25294	3400893538234	meropenem panpharma 1 g, poudre pour solution injectable ou pour perfusion
CIS66589688	MEROPENEM ARROW 500 mg, poudre pour solution injectable/pour perfusion	http://www.romedi.fr/romedi/BN9vbi1sc3iq89vrlfdj6f7ro4fqjqn4t7	MEROPENEM	27840	3400893945780	meropenem arrow 500 mg, poudre pour solution injectable/pour perfusion
CIS61969626	SECTRAL 40 mg/ml, solution buvable en flacon	http://www.romedi.fr/romedi/BNgknepksjflf9f414kdlpd93q8t2hl8vi	SECTRAL	1125	3400891343052	sectral 40 mg/ml, solution buvable en flacon
CIS64000931	SECTRAL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNgknepksjflf9f414kdlpd93q8t2hl8vi	SECTRAL	4242	3400890829793	sectral 400 mg, comprime pellicule
CIS62096139	ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	13953	3400892402895	acebutolol arrow 400 mg, comprime pellicule secable
CIS63874155	ACEBUTOLOL EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	12963	3400892231211	acebutolol eg 400 mg, comprime pellicule
CIS66931921	SECTRAL 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNgknepksjflf9f414kdlpd93q8t2hl8vi	SECTRAL	4560	3400890829854	sectral 200 mg, comprime pellicule
CIS65521830	ACEBUTOLOL RANBAXY 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	9369	3400891802450	acebutolol ranbaxy 200 mg, comprime pellicule
CIS67579483	SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/BNgknepksjflf9f414kdlpd93q8t2hl8vi	SECTRAL	3103	3400891413113	sectral lp 500 mg, comprime pellicule a liberation prolongee
CIS67951019	ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	11139	3400891980967	acebutolol ratiopharm 200 mg, comprime enrobe
CIS65637614	ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	12564	3400892180601	acebutolol biogaran 200 mg, comprime pellicule
CIS66904792	ACEBUTOLOL ARROW 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	13952	3400892402727	acebutolol arrow 200 mg, comprime pellicule
CIS67771398	ACEBUTOLOL MYLAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	11966	3400892131573	acebutolol mylan 200 mg, comprime pellicule
CIS69461099	ACEBUTOLOL EG 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	12964	3400892231150	acebutolol eg 200 mg, comprime pellicule
CIS64304820	ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	25433	3400892636818	acebutolol sandoz 200 mg, comprime enrobe
CIS64304820	ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	11967	3400892636818	acebutolol sandoz 200 mg, comprime enrobe
CIS67050875	ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	11969	3400892636986	acebutolol sandoz 400 mg, comprime enrobe
CIS69877717	ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	ACEBUTOLOL	15513	3400892696430	acebutolol zentiva 200 mg, comprime pellicule
CIS62250594	MYCOSTATINE 100 000 UI/ml, suspension buvable	http://www.romedi.fr/romedi/BNpjtihjgmebh3hmlqgoquh9skukau16p8	MYCOSTATINE	12345	3400890605410	mycostatine 100 000 ui/ml, suspension buvable
CIS66085108	POLYGYNAX, capsule vaginale	http://www.romedi.fr/romedi/BNch7n8c28sbb6h501v8gud1s4fgchd4bs	POLYGYNAX	968	3400890738514	polygynax, capsule vaginale
CIS68802779	TERGYNAN, comprimé vaginal	http://www.romedi.fr/romedi/BNikjmu7miqv3uv4vgis23nc3tkqug5bc7	TERGYNAN	10949	3400890912402	tergynan, comprime vaginal
CIS68739115	POLYGYNAX VIRGO, capsule vaginale	http://www.romedi.fr/romedi/BNoaph3v5gfttp8kjbh7copl7rk6thlbj8	POLYGYNAX VIRGO	969	3400890738682	polygynax virgo, capsule vaginale
CIS60195010	UNIFLOX, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNger5ot42ceu2m702o0ofq79t3391h35v	UNIFLOX	8527	3400891679250	uniflox, comprime pellicule secable
CIS60703576	CIPROFLOXACINE MYLAN PHARMA 400 mg/200 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21198	3400892597805	ciprofloxacine mylan pharma 400 mg/200 ml, solution pour perfusion
CIS61161203	CIPROFLOXACINE TEVA 250 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14896	3400892672717	ciprofloxacine teva 250 mg, comprime pellicule secable
CIS61456011	CIPROFLOXACINE EG 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14934	3400892558073	ciprofloxacine eg 250 mg, comprime pellicule
CIS62124275	CIPROFLOXACINE MYLAN PHARMA 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21197	3400892597744	ciprofloxacine mylan pharma 200 mg/100 ml, solution pour perfusion
CIS62445726	CIPROFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	15161	3400892696140	ciprofloxacine sandoz 500 mg, comprime pellicule secable
CIS62450285	CIPROFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14841	3400892577524	ciprofloxacine mylan 500 mg, comprime pellicule secable
CIS61014598	CIPROFLOXACINE MYLAN 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21668	3400893148464	ciprofloxacine mylan 200 mg/100 ml, solution pour perfusion
CIS61085944	CIPROFLOXACINE KABI 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	24154	3400893250051	ciprofloxacine kabi 200 mg/100 ml, solution pour perfusion
CIS61230539	CIPROFLOXACINE ALTER 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	15992	3400892757735	ciprofloxacine alter 500 mg, comprime pellicule
CIS61695417	CIPROFLOXACINE ALTER 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	15991	3400892757674	ciprofloxacine alter 250 mg, comprime pellicule
CIS61904596	CIPROFLOXACINE KABI 400 mg/200 ml, solution pour perfusion en poche	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	24155	3400893250112	ciprofloxacine kabi 400 mg/200 ml, solution pour perfusion en poche
CIS62605440	CIPROFLOXACINE AGUETTANT 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21052	3400892848785	ciprofloxacine aguettant 200 mg/100 ml, solution pour perfusion
CIS62959720	CIPROFLOXACINE MYLAN 400 mg/200 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21669	3400893148525	ciprofloxacine mylan 400 mg/200 ml, solution pour perfusion
CIS61085944	CIPROFLOXACINE KABI 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	29179	3400894103899	ciprofloxacine kabi 200 mg/100 ml, solution pour perfusion
CIS61904596	CIPROFLOXACINE KABI 400 mg/200 ml, solution pour perfusion en poche	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	28516	3400894103950	ciprofloxacine kabi 400 mg/200 ml, solution pour perfusion en poche
CIS63431715	CIPROFLOXACINE ACCORD 500 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	27165	3400893884775	ciprofloxacine accord 500 mg, comprime pellicule
CIS64728922	CIFLOX 500 mg/5 ml, granulés et solvant pour suspension buvable	http://www.romedi.fr/romedi/BN5ovumbsue4knvre7avs7mihuukio0u0o	CIFLOX	11467	3400891984811	ciflox 500 mg/5 ml, granules et solvant pour suspension buvable
CIS65636245	CIFLOX 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN5ovumbsue4knvre7avs7mihuukio0u0o	CIFLOX	98	3400891213430	ciflox 500 mg, comprime pellicule secable
CIS67020451	CIFLOX 400 mg/200 mL, solution pour perfusion (IV)	http://www.romedi.fr/romedi/BN5ovumbsue4knvre7avs7mihuukio0u0o	CIFLOX	10616	3400891897081	ciflox 400 mg/200 ml, solution pour perfusion (iv)
CIS65126598	CIFLOX 200 mg/100 mL, solution pour perfusion (IV)	http://www.romedi.fr/romedi/BN5ovumbsue4knvre7avs7mihuukio0u0o	CIFLOX	154	3400891242584	ciflox 200 mg/100 ml, solution pour perfusion (iv)
CIS66823988	CIFLOX 750 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BN5ovumbsue4knvre7avs7mihuukio0u0o	CIFLOX	99	3400891213669	ciflox 750 mg, comprime pellicule
CIS69206903	CIFLOX 250 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/BN5ovumbsue4knvre7avs7mihuukio0u0o	CIFLOX	97	3400891213379	ciflox 250 mg, comprime pellicule secable
CIS69501024	CILOXAN 0,3 POUR CENT, collyre	http://www.romedi.fr/romedi/BNo266h0r6cs28unm0clfbs5fk96kt3jvk	CILOXAN	10762	3400891942538	ciloxan 0,3 pour cent, collyre
CIS66182315	CIPROFLOXACINE MYLAN 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	14940	3400892577463	ciprofloxacine mylan 250 mg, comprime pellicule
CIS69358697	CILOXAN 0,3 %, pommade ophtalmique	http://www.romedi.fr/romedi/BNo266h0r6cs28unm0clfbs5fk96kt3jvk	CILOXAN	14375	3400892475295	ciloxan 0,3 %, pommade ophtalmique
CIS65786526	CIPROFLOXACINE AGUETTANT 400 mg/200 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21053	3400893049198	ciprofloxacine aguettant 400 mg/200 ml, solution pour perfusion
CIS66012964	CIPROFLOXACINE PANMEDICA 400 mg/200 ml, solution pour perfusion	http://www.romedi.fr/romedi/BNboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	21822	3400892917955	ciprofloxacine panmedica 400 mg/200 ml, solution pour perfusion
