diseaseUri	CIS	CISLabel	CISLabel_processed
Q1734755	CIS64494476	SANDOSTATINE L.P. 10 mg, poudre et solvant pour suspension injectable	sandostatine l.p. 10 mg, poudre et solvant pour suspension injectable
Q1734755	CIS69869122	SANDOSTATINE L.P. 20 mg, poudre et solvant pour suspension injectable	sandostatine l.p. 20 mg, poudre et solvant pour suspension injectable
Q1734755	CIS65490897	SIROCTID 0,05 mg/ml, solution injectable ou solution à diluer pour perfusion en seringue préremplie	siroctid 0,05 mg/ml, solution injectable ou solution a diluer pour perfusion en seringue preremplie
Q1734755	CIS69161760	OCTREOTIDE HOSPIRA 100 microgrammes/1 ml, solution injectable	octreotide hospira 100 microgrammes/1 ml, solution injectable
Q1734755	CIS66306542	OCTREOTIDE ARROW 500 microgrammes/1 ml, solution injectable	octreotide arrow 500 microgrammes/1 ml, solution injectable
Q1734755	CIS65245613	OCTREOTIDE ARROW 100 microgrammes/1 ml, solution injectable	octreotide arrow 100 microgrammes/1 ml, solution injectable
Q1734755	CIS64369088	OCTREOTIDE TEVA LP 30 mg, poudre et solvant pour suspension injectable à libération prolongée	octreotide teva lp 30 mg, poudre et solvant pour suspension injectable a liberation prolongee
Q54972453	CIS61496251	RIVOTRIL 2,5 mg/ml, solution buvable en goutte	rivotril 2,5 mg/ml, solution buvable en goutte
Q54972453	CIS63523836	RIVOTRIL 1 mg/1 ml, solutions à diluer injectables en ampoules	rivotril 1 mg/1 ml, solutions a diluer injectables en ampoules
Q54972453	CIS68429141	RIVOTRIL 2 mg, comprimé quadrisécable	rivotril 2 mg, comprime quadrisecable
Q54972453	CIS62505828	LORAZEPAM MYLAN 1 mg, comprimé pelliculé sécable	lorazepam mylan 1 mg, comprime pellicule secable
Q54972453	CIS63159891	LORAZEPAM MYLAN 2,5 mg, comprimé pelliculé sécable	lorazepam mylan 2,5 mg, comprime pellicule secable
Q54972453	CIS67177709	TEMESTA 2,5 mg, comprimé sécable	temesta 2,5 mg, comprime secable
Q54972453	CIS67917629	TEMESTA 1 mg, comprimé sécable	temesta 1 mg, comprime secable
Q54972453	CIS66315146	LORAZEPAM BIOGARAN 2,5 mg, comprimé sécable	lorazepam biogaran 2,5 mg, comprime secable
Q54972453	CIS66481043	LORAZEPAM BIOGARAN 1 mg, comprimé sécable	lorazepam biogaran 1 mg, comprime secable
Q54972453	CIS61168144	ZYPREXA VELOTAB 10 mg, comprimé orodispersible	zyprexa velotab 10 mg, comprime orodispersible
Q54972453	CIS60456154	ZYPREXA 5 mg, comprimé enrobé	zyprexa 5 mg, comprime enrobe
Q54972453	CIS60841335	ZYPREXA 10 mg, comprimé enrobé	zyprexa 10 mg, comprime enrobe
Q54972453	CIS63216709	ZYPREXA VELOTAB 20 mg, comprimé orodispersible	zyprexa velotab 20 mg, comprime orodispersible
Q54972453	CIS63739570	ZYPREXA 10 mg, poudre pour solution injectable	zyprexa 10 mg, poudre pour solution injectable
Q54972453	CIS60083132	OLANZAPINE ARROW GENERIQUES 10 mg, comprimé orodispersible	olanzapine arrow generiques 10 mg, comprime orodispersible
Q54972453	CIS60660616	OLANZAPINE ARROW GENERIQUES 15 mg, comprimé orodispersible	olanzapine arrow generiques 15 mg, comprime orodispersible
Q54972453	CIS60898838	OLANZAPINE MYLAN 7,5 mg, comprimé pelliculé	olanzapine mylan 7,5 mg, comprime pellicule
Q54972453	CIS62740801	OLANZAPINE SANDOZ 10 mg, comprimé pelliculé	olanzapine sandoz 10 mg, comprime pellicule
Q54972453	CIS60126594	OLANZAPINE MYLAN 5 mg, comprimé orodispersible	olanzapine mylan 5 mg, comprime orodispersible
Q54972453	CIS60226979	OLANZAPINE ACCORD 5 mg, comprimé enrobé	olanzapine accord 5 mg, comprime enrobe
Q54972453	CIS60457822	OLANZAPINE ACCORD 7,5 mg, comprimé enrobé	olanzapine accord 7,5 mg, comprime enrobe
Q54972453	CIS60507086	OLANZAPINE BIOGARAN 5 mg, comprimé enrobé	olanzapine biogaran 5 mg, comprime enrobe
Q54972453	CIS61435661	OLANZAPINE MYLAN 15 mg, comprimé orodispersible	olanzapine mylan 15 mg, comprime orodispersible
Q54972453	CIS62639275	OLANZAPINE MYLAN 20 mg, comprimé orodispersible	olanzapine mylan 20 mg, comprime orodispersible
Q54972453	CIS62719458	OLANZAPINE MYLAN GENERIQUES 10 mg, comprimé orodispersible	olanzapine mylan generiques 10 mg, comprime orodispersible
Q54972453	CIS63202499	OLANZAPINE ACCORD 10 mg, comprimé enrobé	olanzapine accord 10 mg, comprime enrobe
Q54972453	CIS63591851	OLANZAPINE MYLAN GENERIQUES 15 mg, comprimé orodispersible	olanzapine mylan generiques 15 mg, comprime orodispersible
Q54972453	CIS64048591	OLANZAPINE MYLAN GENERIQUES 5 mg, comprimé orodispersible	olanzapine mylan generiques 5 mg, comprime orodispersible
Q54972453	CIS67974498	ZYPREXA 7,5 mg, comprimé enrobé	zyprexa 7,5 mg, comprime enrobe
Q54972453	CIS67376675	ZYPREXA VELOTAB 15 mg, comprimé orodispersible	zyprexa velotab 15 mg, comprime orodispersible
Q54972453	CIS68664125	ZYPREXA VELOTAB 5 mg, comprimé orodispersible	zyprexa velotab 5 mg, comprime orodispersible
Q54972453	CIS64604682	OLANZAPINE MYLAN GENERIQUES 20 mg, comprimé orodispersible	olanzapine mylan generiques 20 mg, comprime orodispersible
Q54972453	CIS65000788	ZYPADHERA 300 mg, poudre et solvant pour suspension injectable à libération prolongée	zypadhera 300 mg, poudre et solvant pour suspension injectable a liberation prolongee
Q54972453	CIS65771677	OLANZAPINE TEVA 5 mg, comprimé pelliculé	olanzapine teva 5 mg, comprime pellicule
Q54972453	CIS66396881	OLANZAPINE EG 10 mg, comprimé pelliculé	olanzapine eg 10 mg, comprime pellicule
Q54972453	CIS66627053	OLANZAPINE MYLAN 10 mg, comprimé pelliculé	olanzapine mylan 10 mg, comprime pellicule
Q54972453	CIS67216628	OLANZAPINE ARROW GENERIQUES 20 mg, comprimé orodispersible	olanzapine arrow generiques 20 mg, comprime orodispersible
Q54972453	CIS65023242	ZYPADHERA 405 mg, poudre et solvant pour suspension injectable à libération prolongée	zypadhera 405 mg, poudre et solvant pour suspension injectable a liberation prolongee
Q54972453	CIS68362319	OLANZAPINE ARROW GENERIQUES 5 mg, comprimé orodispersible	olanzapine arrow generiques 5 mg, comprime orodispersible
Q54972453	CIS68880774	OLANZAPINE MYLAN 10 mg, comprimé orodispersible	olanzapine mylan 10 mg, comprime orodispersible
Q54972453	CIS67673769	OLANZAPINE ARROW 10 mg, comprimé	olanzapine arrow 10 mg, comprime
Q54972453	CIS60290800	VALIUM ROCHE 10 mg, comprimé sécable	valium roche 10 mg, comprime secable
Q54972453	CIS62568967	VALIUM ROCHE 2 mg, comprimé sécable	valium roche 2 mg, comprime secable
Q54972453	CIS63196256	VALIUM 1 POUR CENT ROCHE, solution buvable en goutte	valium 1 pour cent roche, solution buvable en goutte
Q54972453	CIS61569856	DIAZEPAM RENAUDIN 10 mg/2 ml, solution injectable	diazepam renaudin 10 mg/2 ml, solution injectable
Q54972453	CIS61437096	DIAZEPAM ARROW 10 mg, comprimé sécable	diazepam arrow 10 mg, comprime secable
Q54972453	CIS67959261	VALIUM ROCHE 10 mg/2 ml, solution injectable	valium roche 10 mg/2 ml, solution injectable
Q54972453	CIS69437276	VALIUM ROCHE 5 mg, comprimé sécable	valium roche 5 mg, comprime secable
Q54972453	CIS66023836	DIAZEPAM TEVA 5 mg, comprimé	diazepam teva 5 mg, comprime
Q54972453	CIS66106869	DIAZEPAM TEVA 2 mg, comprimé	diazepam teva 2 mg, comprime
Q54972453	CIS68176802	DIAZEPAM TEVA 10 mg, comprimé	diazepam teva 10 mg, comprime
Q183134	CIS60804995	AXEPIM 1 g, poudre pour usage parentéral	axepim 1 g, poudre pour usage parenteral
Q183134	CIS61110397	CEFEPIME GERDA 2 g, poudre pour solution injectable (IV)	cefepime gerda 2 g, poudre pour solution injectable (iv)
Q183134	CIS61957549	CEFEPIME PANPHARMA 1 g, poudre pour solution injectable (IM/IV)	cefepime panpharma 1 g, poudre pour solution injectable (im/iv)
Q183134	CIS67288175	AXEPIM 2 g, poudre pour usage parentéral	axepim 2 g, poudre pour usage parenteral
Q183134	CIS65002725	CEFEPIME MYLAN 1 g, poudre pour solution injectable	cefepime mylan 1 g, poudre pour solution injectable
Q183134	CIS68804495	CEFEPIME MYLAN 2 g, poudre pour solution injectable	cefepime mylan 2 g, poudre pour solution injectable
Q183134	CIS69701039	CEFEPIME PANPHARMA 2 g, poudre pour solution injectable (IV)	cefepime panpharma 2 g, poudre pour solution injectable (iv)
Q183134	CIS65373851	TICARPEN 5 g, poudre pour solution injectable (I.V.)	ticarpen 5 g, poudre pour solution injectable (i.v.)
Q183134	CIS67951898	CLAVENTIN 3 g/200 mg, poudre pour solution injectable (I.V.)	claventin 3 g/200 mg, poudre pour solution injectable (i.v.)
Q183134	CIS67557120	CLAVENTIN 5 g/200 mg, poudre pour solution injectable (I.V.)	claventin 5 g/200 mg, poudre pour solution injectable (i.v.)
Q3542012	CIS63841059	SUTENT 50 mg, gélule	sutent 50 mg, gelule
Q3542012	CIS65283820	SUTENT 25 mg, gélule	sutent 25 mg, gelule
Q3542012	CIS69225978	SUTENT 12,5 mg, gélule	sutent 12,5 mg, gelule
Q3686833	CIS69928332	ACTIFED RHUME, comprimé	actifed rhume, comprime
Q2622199	CIS62177527	CEFOTAXIME MYLAN 500 mg, poudre pour solution injectable (IM-IV)	cefotaxime mylan 500 mg, poudre pour solution injectable (im-iv)
Q2622199	CIS62501705	CEFOTAXIME PANPHARMA 0,5 g, poudre pour solution injectable (IM-IV)	cefotaxime panpharma 0,5 g, poudre pour solution injectable (im-iv)
Q2622199	CIS63754202	CEFOTAXIME PANPHARMA 1 g, poudre pour solution injectable (IM-IV)	cefotaxime panpharma 1 g, poudre pour solution injectable (im-iv)
Q2622199	CIS65053285	CEFOTAXIME MYLAN 1 g, poudre pour solution injectable (IM-IV)	cefotaxime mylan 1 g, poudre pour solution injectable (im-iv)
Q2622199	CIS69743305	CEFOTAXIME MYLAN 2 g, poudre pour solution injectable (IM-IV)	cefotaxime mylan 2 g, poudre pour solution injectable (im-iv)
Q2622199	CIS65424833	CEFOTAXIME PANPHARMA 2 g, poudre pour solution injectable (IM-IV)	cefotaxime panpharma 2 g, poudre pour solution injectable (im-iv)
Q1827605	CIS60658234	LESCOL 20 mg, gélule	lescol 20 mg, gelule
Q1827605	CIS60944132	FRACTAL 40 mg, gélule	fractal 40 mg, gelule
Q1827605	CIS60852004	LESCOL L.P. 80 mg, comprimé pelliculé à libération prolongée	lescol l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS60679068	FLUVASTATINE ZENTIVA L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine zentiva l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS60788231	FLUVASTATINE ISOMED 20 mg, gélule	fluvastatine isomed 20 mg, gelule
Q1827605	CIS60852253	FLUVASTATINE MYLAN 40 mg, gélule	fluvastatine mylan 40 mg, gelule
Q1827605	CIS61017384	FLUVASTATINE RATIOPHARM L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine ratiopharm l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS61763366	FLUVASTATINE ARROW 20 mg, gélule	fluvastatine arrow 20 mg, gelule
Q1827605	CIS61940966	FLUVASTATINE ARROW 40 mg, gélule	fluvastatine arrow 40 mg, gelule
Q1827605	CIS62066676	FLUVASTATINE TEVA L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine teva l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS62468632	FLUVASTATINE MYLAN 20 mg, gélule	fluvastatine mylan 20 mg, gelule
Q1827605	CIS62756595	FLUVASTATINE SANDOZ 20 mg, gélule	fluvastatine sandoz 20 mg, gelule
Q1827605	CIS62854267	FLUVASTATINE EVOLUGEN L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine evolugen l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS62912304	FLUVASTATINE ARROW L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine arrow l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS63405147	FLUVASTATINE EG L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine eg l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS63550908	FLUVASTATINE EG 40 mg, gélule	fluvastatine eg 40 mg, gelule
Q1827605	CIS63689911	FLUVASTATINE ACTAVIS L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine actavis l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS63897780	FLUVASTATINE BIOGARAN 20 mg, gélule	fluvastatine biogaran 20 mg, gelule
Q1827605	CIS60958826	FLUVASTATINE ACCORD LP 80 mg, comprimé pelliculé à libération prolongée	fluvastatine accord lp 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS61943567	FLUVASTATINE ZENTIVA 40 mg, gélule	fluvastatine zentiva 40 mg, gelule
Q1827605	CIS65169457	LESCOL 40 mg, gélule	lescol 40 mg, gelule
Q1827605	CIS68514385	FRACTAL 20 mg, gélule	fractal 20 mg, gelule
Q1827605	CIS64916550	FRACTAL L.P. 80 mg, comprimé pelliculé à libération prolongée	fractal l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS64300843	FLUVASTATINE SANDOZ 40 mg, gélule	fluvastatine sandoz 40 mg, gelule
Q1827605	CIS65550846	FLUVASTATINE TEVA 40 mg, gélule	fluvastatine teva 40 mg, gelule
Q1827605	CIS65769893	FLUVASTATINE CRISTERS L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine cristers l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS66518260	FLUVASTATINE BIOGARAN L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine biogaran l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS66946962	FLUVASTATINE BIOGARAN 40 mg, gélule	fluvastatine biogaran 40 mg, gelule
Q1827605	CIS67496781	FLUVASTATINE RANBAXY L.P. 80 mg, comprimé pelliculé à libération prolongée	fluvastatine ranbaxy l.p. 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS68067589	FLUVASTATINE SANDOZ LP 80 mg, comprimé pelliculé à libération prolongée	fluvastatine sandoz lp 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS66605982	FLUVASTATINE TEVA 20 mg, gélule	fluvastatine teva 20 mg, gelule
Q1827605	CIS67331299	FLUVASTATINE ZENTIVA 20 mg, gélule	fluvastatine zentiva 20 mg, gelule
Q1827605	CIS68272626	FLUVASTATINE MYLAN LP 80 mg, comprimé pelliculé à libération prolongée	fluvastatine mylan lp 80 mg, comprime pellicule a liberation prolongee
Q1827605	CIS69366822	FLUVASTATINE EG 20 mg, gélule	fluvastatine eg 20 mg, gelule
Q1827605	CIS66160774	FLUVASTATINE EVOLUGEN 40 mg, gélule	fluvastatine evolugen 40 mg, gelule
Q1827605	CIS60371679	INEGY 10 mg/20 mg, comprimé	inegy 10 mg/20 mg, comprime
Q1827605	CIS60481517	LIPOROSA 10 mg/10 mg, gélule	liporosa 10 mg/10 mg, gelule
Q1827605	CIS62635259	LIPOROSA 20 mg/10 mg, gélule	liporosa 20 mg/10 mg, gelule
Q1827605	CIS60286296	EZETIMIBE/SIMVASTATINE ARROW 10 mg/20 mg, comprimé	ezetimibe/simvastatine arrow 10 mg/20 mg, comprime
Q1827605	CIS61537673	EZETIMIBE/SIMVASTATINE ALMUS 10 mg/40 mg, comprimé	ezetimibe/simvastatine almus 10 mg/40 mg, comprime
Q1827605	CIS62444948	EZETIMIBE/SIMVASTATINE ALTER 10 mg/20 mg, comprimé	ezetimibe/simvastatine alter 10 mg/20 mg, comprime
Q1827605	CIS62562380	EZETIMIBE/SIMVASTATINE EG 10 mg/40 mg, comprimé	ezetimibe/simvastatine eg 10 mg/40 mg, comprime
Q1827605	CIS64071818	EZETIMIBE/SIMVASTATINE BIOGARAN 10 mg/40 mg, comprimé	ezetimibe/simvastatine biogaran 10 mg/40 mg, comprime
Q1827605	CIS60061709	INEGY 10 mg/20 mg, comprimé	inegy 10 mg/20 mg, comprime
Q1827605	CIS65057814	INEGY 10 mg/40 mg, comprimé	inegy 10 mg/40 mg, comprime
Q1827605	CIS67931689	LIPTRUZET 10 mg/10 mg, comprimé pelliculé	liptruzet 10 mg/10 mg, comprime pellicule
Q1827605	CIS68921356	LIPTRUZET 10 mg/40 mg, comprimé pelliculé	liptruzet 10 mg/40 mg, comprime pellicule
Q1827605	CIS69177024	LIPTRUZET 10 mg/80 mg, comprimé pelliculé	liptruzet 10 mg/80 mg, comprime pellicule
Q1827605	CIS69289176	LIPTRUZET 10 mg/20 mg, comprimé pelliculé	liptruzet 10 mg/20 mg, comprime pellicule
Q1827605	CIS65133660	EZETIMIBE/SIMVASTATINE ARROW 10 mg/40 mg, comprimé	ezetimibe/simvastatine arrow 10 mg/40 mg, comprime
Q1827605	CIS65261628	EZETIMIBE/SIMVASTATINE SANDOZ 10 mg/40 mg, comprimé	ezetimibe/simvastatine sandoz 10 mg/40 mg, comprime
Q1827605	CIS65727499	EZETIMIBE/SIMVASTATINE MYLAN 10 mg/20 mg, comprimé	ezetimibe/simvastatine mylan 10 mg/20 mg, comprime
Q1827605	CIS65722573	INEGY 10 mg/20 mg, comprimé	inegy 10 mg/20 mg, comprime
Q1827605	CIS66397549	EZETIMIBE/SIMVASTATINE BIOGARAN 10 mg/20 mg, comprimé	ezetimibe/simvastatine biogaran 10 mg/20 mg, comprime
Q1827605	CIS66535078	EZETIMIBE/SIMVASTATINE ALMUS 10 mg/20 mg, comprimé	ezetimibe/simvastatine almus 10 mg/20 mg, comprime
Q1827605	CIS67065998	ÉZÉTIMIBE/SIMVASTATINE ALTER 10 mg/40 mg, comprimé	ezetimibe/simvastatine alter 10 mg/40 mg, comprime
Q1827605	CIS67277944	EZETIMIBE/SIMVASTATINE CRISTERS 10 mg/40 mg, comprimé	ezetimibe/simvastatine cristers 10 mg/40 mg, comprime
Q1827605	CIS67626755	EZETIMIBE/SIMVASTATINE SANDOZ 10 mg/20 mg, comprimé	ezetimibe/simvastatine sandoz 10 mg/20 mg, comprime
Q1827605	CIS67729292	EZETIMIBE/SIMVASTATINE EVOLUGEN 10 mg/40 mg, comprimé	ezetimibe/simvastatine evolugen 10 mg/40 mg, comprime
Q1827605	CIS69439793	EZETIMIBE/SIMVASTATINE TEVA 10 mg/20 mg, comprimé	ezetimibe/simvastatine teva 10 mg/20 mg, comprime
Q1827605	CIS69624646	EZETIMIBE/SIMVASTATINE EG 10 mg/20 mg, comprimé	ezetimibe/simvastatine eg 10 mg/20 mg, comprime
Q2076966	CIS60311269	VALACICLOVIR MYLAN 500 mg, comprimé pelliculé	valaciclovir mylan 500 mg, comprime pellicule
Q2076966	CIS61183477	VALACICLOVIR ALTER 500 mg, comprimé pelliculé	valaciclovir alter 500 mg, comprime pellicule
Q2076966	CIS62357468	VALACICLOVIR BIOGARAN 500 mg, comprimé pelliculé	valaciclovir biogaran 500 mg, comprime pellicule
Q2076966	CIS62989667	VALACICLOVIR PHR LAB 500 mg, comprimé pelliculé	valaciclovir phr lab 500 mg, comprime pellicule
Q2076966	CIS63213595	VALACICLOVIR RANBAXY 500 mg, comprimé pelliculé sécable	valaciclovir ranbaxy 500 mg, comprime pellicule secable
Q2076966	CIS67396382	ZELITREX 500 mg, comprimé pelliculé	zelitrex 500 mg, comprime pellicule
Q2076966	CIS64914777	VALACICLOVIR TEVA 500 mg, comprimé pelliculé sécable	valaciclovir teva 500 mg, comprime pellicule secable
Q2076966	CIS65558280	VALACICLOVIR ARROW GENERIQUES 500 mg, comprimé pelliculé	valaciclovir arrow generiques 500 mg, comprime pellicule
Q2076966	CIS65662763	VALACICLOVIR SANDOZ 500 mg, comprimé pelliculé	valaciclovir sandoz 500 mg, comprime pellicule
Q2076966	CIS65993012	VALACICLOVIR ZYDUS 500 mg, comprimé pelliculé	valaciclovir zydus 500 mg, comprime pellicule
Q2076966	CIS68070731	VALACICLOVIR ALMUS 500 mg, comprimé pelliculé sécable	valaciclovir almus 500 mg, comprime pellicule secable
Q2076966	CIS69014881	VALACICLOVIR PHARMAKI GENERICS 500 mg, comprimé pelliculé	valaciclovir pharmaki generics 500 mg, comprime pellicule
Q2076966	CIS69520448	VALACICLOVIR EG 500 mg, comprimé pelliculé	valaciclovir eg 500 mg, comprime pellicule
Q2076966	CIS69976277	VALACICLOVIR ZENTIVA 500 mg, comprimé pelliculé	valaciclovir zentiva 500 mg, comprime pellicule
Q2076966	CIS65775864	VALACICLOVIR ARROW 500 mg, comprimé pelliculé sécable	valaciclovir arrow 500 mg, comprime pellicule secable
Q54972453	CIS63179285	STILNOX 10 mg, comprimé pelliculé sécable	stilnox 10 mg, comprime pellicule secable
Q54972453	CIS61705683	ZOLPIDEM ALMUS 10 mg, comprimé pelliculé sécable	zolpidem almus 10 mg, comprime pellicule secable
Q54972453	CIS62370693	ZOLPIDEM TEVA SANTE 10 mg, comprimé pelliculé sécable	zolpidem teva sante 10 mg, comprime pellicule secable
Q54972453	CIS62964016	ZOLPIDEM TEVA 10 mg, comprimé pelliculé sécable	zolpidem teva 10 mg, comprime pellicule secable
Q54972453	CIS62969974	ZOLPIDEM BIOGARAN 10 mg, comprimé pelliculé sécable	zolpidem biogaran 10 mg, comprime pellicule secable
Q54972453	CIS63784416	ZOLPIDEM SANDOZ 10 mg, comprimé pelliculé sécable	zolpidem sandoz 10 mg, comprime pellicule secable
Q54972453	CIS64004164	ZOLPIDEM ACTAVIS 10 mg, comprimé pelliculé sécable	zolpidem actavis 10 mg, comprime pellicule secable
Q54972453	CIS61843104	ZOLPIDEM ZYDUS 10 mg, comprimé pelliculé sécable	zolpidem zydus 10 mg, comprime pellicule secable
Q54972453	CIS69019024	ZOLPIDEM EG 10 mg, comprimé pelliculé sécable	zolpidem eg 10 mg, comprime pellicule secable
Q54972453	CIS64517099	ZOLPIDEM ARROW 10 mg, comprimé pelliculé sécable	zolpidem arrow 10 mg, comprime pellicule secable
Q54972453	CIS66815482	ZOLPIDEM RPG 10 mg, comprimé pelliculé sécable	zolpidem rpg 10 mg, comprime pellicule secable
Q54972453	CIS66822683	ZOLPIDEM MYLAN 10 mg, comprimé pelliculé sécable	zolpidem mylan 10 mg, comprime pellicule secable
Q54972453	CIS68414328	ZOLPIDEM ZENTIVA 10 mg, comprimé pelliculé sécable	zolpidem zentiva 10 mg, comprime pellicule secable
Q54972453	CIS69329603	ZOLPIDEM CRISTERS 10 mg, comprimé pelliculé sécable	zolpidem cristers 10 mg, comprime pellicule secable
Q54972453	CIS60647049	XANAX 0,50 mg, comprimé sécable	xanax 0,50 mg, comprime secable
Q54972453	CIS60377803	ALPRAZOLAM MYLAN 1 mg, comprimé sécable	alprazolam mylan 1 mg, comprime secable
Q54972453	CIS61136285	ALPRAZOLAM RPG 0,50 mg, comprimé sécable	alprazolam rpg 0,50 mg, comprime secable
Q54972453	CIS61200859	ALPRAZOLAM MYLAN 0,50 mg, comprimé sécable	alprazolam mylan 0,50 mg, comprime secable
Q54972453	CIS61736700	ALPRAZOLAM BIOGARAN 0,25 mg, comprimé sécable	alprazolam biogaran 0,25 mg, comprime secable
Q54972453	CIS62642061	ALPRAZOLAM EVOLUGEN 0,25 mg, comprimé sécable	alprazolam evolugen 0,25 mg, comprime secable
Q54972453	CIS63113171	ALPRAZOLAM TEVA 0,25 mg, comprimé sécable	alprazolam teva 0,25 mg, comprime secable
Q54972453	CIS63143645	ALPRAZOLAM ZENTIVA 0,25 mg, comprimé sécable	alprazolam zentiva 0,25 mg, comprime secable
Q54972453	CIS61346771	ALPRAZOLAM CRISTERS 0,25 mg, comprimé sécable	alprazolam cristers 0,25 mg, comprime secable
Q54972453	CIS61567727	ALPRAZOLAM ALTER 0,25 mg, comprimé sécable	alprazolam alter 0,25 mg, comprime secable
Q54972453	CIS69847791	XANAX 0,25 mg, comprimé sécable	xanax 0,25 mg, comprime secable
Q54972453	CIS67426893	XANAX 1 mg, comprimé sécable	xanax 1 mg, comprime secable
Q54972453	CIS64474477	ALPRAZOLAM RPG 0,25 mg, comprimé sécable	alprazolam rpg 0,25 mg, comprime secable
Q54972453	CIS65515119	ALPRAZOLAM EVOLUGEN 0,50 mg, comprimé sécable	alprazolam evolugen 0,50 mg, comprime secable
Q54972453	CIS65585384	ALPRAZOLAM EG 0,50 mg, comprimé sécable	alprazolam eg 0,50 mg, comprime secable
Q54972453	CIS65589692	ALPRAZOLAM BIOGARAN 0,50 mg, comprimé sécable	alprazolam biogaran 0,50 mg, comprime secable
Q54972453	CIS65991463	ALPRAZOLAM ZYDUS 0,25 mg, comprimé sécable	alprazolam zydus 0,25 mg, comprime secable
Q54972453	CIS67446077	ALPRAZOLAM MYLAN 0,25 mg, comprimé sécable	alprazolam mylan 0,25 mg, comprime secable
Q54972453	CIS67886475	ALPRAZOLAM ZYDUS 0,50 mg, comprimé sécable	alprazolam zydus 0,50 mg, comprime secable
Q54972453	CIS68425029	ALPRAZOLAM TEVA 0,50 mg, comprimé sécable	alprazolam teva 0,50 mg, comprime secable
Q54972453	CIS68461089	ALPRAZOLAM EG 0,25 mg, comprimé sécable	alprazolam eg 0,25 mg, comprime secable
Q54972453	CIS64275767	ALPRAZOLAM ARROW 0,50 mg, comprimé sécable	alprazolam arrow 0,50 mg, comprime secable
Q54972453	CIS65317895	ALPRAZOLAM ARROW 0,25 mg, comprimé sécable	alprazolam arrow 0,25 mg, comprime secable
Q54972453	CIS66184743	ALPRAZOLAM SANDOZ 0,25 mg, comprimé sécable	alprazolam sandoz 0,25 mg, comprime secable
Q54972453	CIS66454466	ALPRAZOLAM ALTER 0,50 mg, comprimé sécable	alprazolam alter 0,50 mg, comprime secable
Q54972453	CIS66829489	ALPRAZOLAM SANDOZ 0,50 mg, comprimé sécable	alprazolam sandoz 0,50 mg, comprime secable
Q54972453	CIS67904496	ALPRAZOLAM ZENTIVA 0,50 mg, comprimé sécable	alprazolam zentiva 0,50 mg, comprime secable
Q54972453	CIS65868763	ALPRAZOLAM CRISTERS 0,50 mg, comprimé sécable	alprazolam cristers 0,50 mg, comprime secable
Q54972453	CIS68318486	ALPRAZOLAM HCS 0,5 mg, comprimé	alprazolam hcs 0,5 mg, comprime
Q189331	CIS63484283	PRADAXA 150 mg, gélule	pradaxa 150 mg, gelule
Q189331	CIS65570603	PRADAXA 110 mg, gélule	pradaxa 110 mg, gelule
Q189331	CIS65693901	PRADAXA 75 mg, gélule	pradaxa 75 mg, gelule
Q13046587	CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable	zyvoxid 100 mg/5 ml, granules pour suspension buvable
Q13046587	CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion	zyvoxid 2 mg/ml, solution pour perfusion
Q13046587	CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé	linezolide arrow 600 mg, comprime pellicule
Q13046587	CIS68311278	ZYVOXID 600 mg, comprimé pelliculé	zyvoxid 600 mg, comprime pellicule
Q13046587	CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion	linezolide panpharma 2 mg/ml, solution pour perfusion
Q13046587	CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion	linezolide kabi 2 mg/ml, solution pour perfusion
Q7140388	CIS60622868	ALEPSAL 50 mg, comprimé	alepsal 50 mg, comprime
Q7140388	CIS61720831	APAROXAL 100 mg, comprimé sécable	aparoxal 100 mg, comprime secable
