CIS	CISLabel	drugClass	drugClassLabel	CISLabel_processed	drugClassLabel_processed
CIS67656848	DEXAFREE 1 mg/ml, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	dexafree 1 mg/ml, collyre en solution en recipient unidose	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	corticoides
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	corticoides metabolises, notamment inhales
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10069	fluoroquinolones	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	fluoroquinolones
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	glucocorticoides (sauf hydrocortisone)
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	hypokaliemiants
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10109	médicaments abaissant le seuil épileptogène	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	medicaments abaissant le seuil epileptogene
CIS68601502	CILOXADEX 3 mg/1 mg par ml, suspension pour instillation auriculaire	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	ciloxadex 3 mg/1 mg par ml, suspension pour instillation auriculaire	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68572869	NEOFORDEX 40 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	neofordex 40 mg, comprime	corticoides
CIS68572869	NEOFORDEX 40 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	neofordex 40 mg, comprime	corticoides metabolises, notamment inhales
CIS68572869	NEOFORDEX 40 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	neofordex 40 mg, comprime	glucocorticoides (sauf hydrocortisone)
CIS68572869	NEOFORDEX 40 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	neofordex 40 mg, comprime	hypokaliemiants
CIS68572869	NEOFORDEX 40 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	neofordex 40 mg, comprime	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS61476925	ROCEPHINE 1 g/3,5 ml, poudre et solvant pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	rocephine 1 g/3,5 ml, poudre et solvant pour solution injectable (im)	antibiotiques
CIS61431008	CEFTRIAXONE PANPHARMA 2 g, poudre pour solution pour perfusion	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone panpharma 2 g, poudre pour solution pour perfusion	antibiotiques
CIS61901618	CEFTRIAXONE BIOGARAN 1 g/10 ml, poudre et solvant pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone biogaran 1 g/10 ml, poudre et solvant pour solution injectable (iv)	antibiotiques
CIS62791557	CEFTRIAXONE ZENTIVA 500 mg/2 ml, poudre et solvant pour solution injectable (IM, SC)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone zentiva 500 mg/2 ml, poudre et solvant pour solution injectable (im, sc)	antibiotiques
CIS62884513	CEFTRIAXONE MYLAN 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone mylan 1 g, poudre pour solution injectable	antibiotiques
CIS64018712	CEFTRIAXONE EG 1 g/3,5 ml, poudre et solvant pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone eg 1 g/3,5 ml, poudre et solvant pour solution injectable (im)	antibiotiques
CIS62676989	CEFTRIAXONE ALMUS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM,SC)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone almus 1 g/3,5 ml, poudre et solvant pour solution injectable (im,sc)	antibiotiques
CIS67126561	ROCEPHINE 500 mg/2 ml, poudre et solvant pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	rocephine 500 mg/2 ml, poudre et solvant pour solution injectable (im)	antibiotiques
CIS67162059	ROCEPHINE 500 mg/5 ml, poudre et solvant pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	rocephine 500 mg/5 ml, poudre et solvant pour solution injectable (iv)	antibiotiques
CIS68732658	ROCEPHINE 1 g/10 ml, poudre et solvant pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	rocephine 1 g/10 ml, poudre et solvant pour solution injectable (iv)	antibiotiques
CIS64629251	CEFTRIAXONE MYLAN 500 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone mylan 500 mg, poudre pour solution injectable	antibiotiques
CIS65440620	CEFTRIAXONE MYLAN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone mylan 1 g/3,5 ml, poudre et solvant pour solution injectable (im)	antibiotiques
CIS66151241	CEFTRIAXONE PANPHARMA 1 g/3,5 ml, poudre et solvant pour solution injectable (IM, SC)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone panpharma 1 g/3,5 ml, poudre et solvant pour solution injectable (im, sc)	antibiotiques
CIS66732143	CEFTRIAXONE CRISTERS 1 g/10 ml, poudre et solvant pour solution injectable (IV)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone cristers 1 g/10 ml, poudre et solvant pour solution injectable (iv)	antibiotiques
CIS67225972	CEFTRIAXONE MYLAN 2 g, poudre pour solution injectable IV	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone mylan 2 g, poudre pour solution injectable iv	antibiotiques
CIS67616985	CEFTRIAXONE RPG 1 g/3,5 ml, poudre et solvant pour solution injectable (IM, SC)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone rpg 1 g/3,5 ml, poudre et solvant pour solution injectable (im, sc)	antibiotiques
CIS68026724	CEFTRIAXONE PANPHARMA 1 g, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone panpharma 1 g, poudre pour solution injectable	antibiotiques
CIS68300285	CEFTRIAXONE MYLAN 500 mg/2 ml, poudre et solvant pour solution injectable (IM)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone mylan 500 mg/2 ml, poudre et solvant pour solution injectable (im)	antibiotiques
CIS68646885	CEFTRIAXONE MYLAN 250 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone mylan 250 mg, poudre pour solution injectable	antibiotiques
CIS69211366	CEFTRIAXONE ARROW 500 mg/2 ml, poudre et solvant pour solution injectable (IM, SC)	http://www.romedi.fr/romedi/DrugClass5	antibiotiques	ceftriaxone arrow 500 mg/2 ml, poudre et solvant pour solution injectable (im, sc)	antibiotiques
CIS69671845	DOSTINEX 0,5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10002	alcaloïdes de l'ergot de seigle dopaminergiques	dostinex 0,5 mg, comprime	alcaloides de l'ergot de seigle dopaminergiques
CIS69671845	DOSTINEX 0,5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10064	dopaminergiques	dostinex 0,5 mg, comprime	dopaminergiques
CIS69671845	DOSTINEX 0,5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10065	dopaminergiques, hors Parkinson	dostinex 0,5 mg, comprime	dopaminergiques, hors parkinson
CIS64986919	CABERGOLINE TEVA 0,5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10002	alcaloïdes de l'ergot de seigle dopaminergiques	cabergoline teva 0,5 mg, comprime	alcaloides de l'ergot de seigle dopaminergiques
CIS64986919	CABERGOLINE TEVA 0,5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10064	dopaminergiques	cabergoline teva 0,5 mg, comprime	dopaminergiques
CIS64986919	CABERGOLINE TEVA 0,5 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10065	dopaminergiques, hors Parkinson	cabergoline teva 0,5 mg, comprime	dopaminergiques, hors parkinson
CIS60118715	CORTANCYL 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	cortancyl 1 mg, comprime	corticoides
CIS60492702	CORTANCYL 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	cortancyl 5 mg, comprime secable	corticoides
CIS60118715	CORTANCYL 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	cortancyl 1 mg, comprime	corticoides metabolises, notamment inhales
CIS60492702	CORTANCYL 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	cortancyl 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS60118715	CORTANCYL 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	cortancyl 1 mg, comprime	glucocorticoides (sauf hydrocortisone)
CIS60492702	CORTANCYL 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	cortancyl 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS60118715	CORTANCYL 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	cortancyl 1 mg, comprime	hypokaliemiants
CIS60492702	CORTANCYL 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	cortancyl 5 mg, comprime secable	hypokaliemiants
CIS60118715	CORTANCYL 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	cortancyl 1 mg, comprime	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS60492702	CORTANCYL 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	cortancyl 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62390849	CORTANCYL 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	cortancyl 20 mg, comprime secable	corticoides
CIS62390849	CORTANCYL 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	cortancyl 20 mg, comprime secable	corticoides metabolises, notamment inhales
CIS62390849	CORTANCYL 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	cortancyl 20 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS62390849	CORTANCYL 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	cortancyl 20 mg, comprime secable	hypokaliemiants
CIS62390849	CORTANCYL 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	cortancyl 20 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS60779182	PREDNISONE EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone eg 20 mg, comprime secable	corticoides
CIS61093421	PREDNISONE CRISTERS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone cristers 20 mg, comprime secable	corticoides
CIS60779182	PREDNISONE EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone eg 20 mg, comprime secable	corticoides metabolises, notamment inhales
CIS61093421	PREDNISONE CRISTERS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone cristers 20 mg, comprime secable	corticoides metabolises, notamment inhales
CIS60779182	PREDNISONE EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone eg 20 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS61093421	PREDNISONE CRISTERS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone cristers 20 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS60779182	PREDNISONE EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone eg 20 mg, comprime secable	hypokaliemiants
CIS61093421	PREDNISONE CRISTERS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone cristers 20 mg, comprime secable	hypokaliemiants
CIS60779182	PREDNISONE EG 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone eg 20 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS61093421	PREDNISONE CRISTERS 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone cristers 20 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62171435	PREDNISONE MYLAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone mylan 20 mg, comprime secable	corticoides
CIS62171435	PREDNISONE MYLAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone mylan 20 mg, comprime secable	corticoides metabolises, notamment inhales
CIS62171435	PREDNISONE MYLAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone mylan 20 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS62171435	PREDNISONE MYLAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone mylan 20 mg, comprime secable	hypokaliemiants
CIS62171435	PREDNISONE MYLAN 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone mylan 20 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62440298	PREDNISONE MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone mylan 5 mg, comprime secable	corticoides
CIS62440298	PREDNISONE MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone mylan 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS62440298	PREDNISONE MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone mylan 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS62440298	PREDNISONE MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone mylan 5 mg, comprime secable	hypokaliemiants
CIS62440298	PREDNISONE MYLAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone mylan 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS64233693	PREDNISONE ARROW 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone arrow 20 mg, comprime secable	corticoides
CIS64233693	PREDNISONE ARROW 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone arrow 20 mg, comprime secable	corticoides metabolises, notamment inhales
CIS64233693	PREDNISONE ARROW 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone arrow 20 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS64233693	PREDNISONE ARROW 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone arrow 20 mg, comprime secable	hypokaliemiants
CIS64233693	PREDNISONE ARROW 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone arrow 20 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65149629	PREDNISONE TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone teva 5 mg, comprime secable	corticoides
CIS65163486	PREDNISONE EG 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone eg 5 mg, comprime secable	corticoides
CIS65373285	PREDNISONE CRISTERS 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone cristers 5 mg, comprime secable	corticoides
CIS65502933	PREDNISONE TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone teva 20 mg, comprime secable	corticoides
CIS65149629	PREDNISONE TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone teva 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS65163486	PREDNISONE EG 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone eg 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS65373285	PREDNISONE CRISTERS 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone cristers 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS65502933	PREDNISONE TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone teva 20 mg, comprime secable	corticoides metabolises, notamment inhales
CIS65149629	PREDNISONE TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone teva 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS65163486	PREDNISONE EG 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone eg 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS65373285	PREDNISONE CRISTERS 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone cristers 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS65502933	PREDNISONE TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone teva 20 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS65149629	PREDNISONE TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone teva 5 mg, comprime secable	hypokaliemiants
CIS65163486	PREDNISONE EG 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone eg 5 mg, comprime secable	hypokaliemiants
CIS65373285	PREDNISONE CRISTERS 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone cristers 5 mg, comprime secable	hypokaliemiants
CIS65502933	PREDNISONE TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone teva 20 mg, comprime secable	hypokaliemiants
CIS65149629	PREDNISONE TEVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone teva 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65163486	PREDNISONE EG 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone eg 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65373285	PREDNISONE CRISTERS 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone cristers 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS65502933	PREDNISONE TEVA 20 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone teva 20 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66297189	PREDNISONE BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone biogaran 5 mg, comprime secable	corticoides
CIS66640556	PREDNISONE ARROW 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone arrow 5 mg, comprime secable	corticoides
CIS66297189	PREDNISONE BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone biogaran 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS66640556	PREDNISONE ARROW 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone arrow 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS66297189	PREDNISONE BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone biogaran 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS66640556	PREDNISONE ARROW 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone arrow 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS66297189	PREDNISONE BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone biogaran 5 mg, comprime secable	hypokaliemiants
CIS66640556	PREDNISONE ARROW 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone arrow 5 mg, comprime secable	hypokaliemiants
CIS66297189	PREDNISONE BIOGARAN 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone biogaran 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS66640556	PREDNISONE ARROW 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone arrow 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68830198	PREDNISONE ZENTIVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone zentiva 5 mg, comprime secable	corticoides
CIS68830198	PREDNISONE ZENTIVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone zentiva 5 mg, comprime secable	corticoides metabolises, notamment inhales
CIS68830198	PREDNISONE ZENTIVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone zentiva 5 mg, comprime secable	glucocorticoides (sauf hydrocortisone)
CIS68830198	PREDNISONE ZENTIVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone zentiva 5 mg, comprime secable	hypokaliemiants
CIS68830198	PREDNISONE ZENTIVA 5 mg, comprimé sécable	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone zentiva 5 mg, comprime secable	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS68853282	PREDNISONE MYLAN 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10050	corticoïdes	prednisone mylan 1 mg, comprime	corticoides
CIS68853282	PREDNISONE MYLAN 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10051	corticoïdes métabolisés, notamment inhalés	prednisone mylan 1 mg, comprime	corticoides metabolises, notamment inhales
CIS68853282	PREDNISONE MYLAN 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10076	glucocorticoïdes (sauf hydrocortisone)	prednisone mylan 1 mg, comprime	glucocorticoides (sauf hydrocortisone)
CIS68853282	PREDNISONE MYLAN 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10084	hypokaliémiants	prednisone mylan 1 mg, comprime	hypokaliemiants
CIS68853282	PREDNISONE MYLAN 1 mg, comprimé	http://www.romedi.fr/romedi/DrugClass10140	substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants	prednisone mylan 1 mg, comprime	substances a absorption reduite par les topiques gastro-intestinaux, antiacides et adsorbants
CIS62553246	ULTIBRO BREEZHALER 85 microgrammes/43 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/DrugClass10043	bêta-2 mimétiques	ultibro breezhaler 85 microgrammes/43 microgrammes, poudre pour inhalation en gelule	beta-2 mimetiques
CIS62553246	ULTIBRO BREEZHALER 85 microgrammes/43 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques	ultibro breezhaler 85 microgrammes/43 microgrammes, poudre pour inhalation en gelule	medicaments atropiniques
CIS69941269	SEEBRI BREEZHALER 44 microgrammes, poudre pour inhalation en gélule	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques	seebri breezhaler 44 microgrammes, poudre pour inhalation en gelule	medicaments atropiniques
CIS66710887	TRIMBOW 87 microgrammes/5 microgrammes/9 microgrammes, solution pour inhalation en flacon pressurisé	http://www.romedi.fr/romedi/DrugClass10110	médicaments atropiniques	trimbow 87 microgrammes/5 microgrammes/9 microgrammes, solution pour inhalation en flacon pressurise	medicaments atropiniques
CIS64256681	CATAPRESSAN 0,15 mg/ml, solution injectable	http://www.romedi.fr/romedi/DrugClass10028	antihypertenseurs centraux	catapressan 0,15 mg/ml, solution injectable	antihypertenseurs centraux
