diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight	prefLabel_processed	synonyms_processed
Q137597	chlorose	Q2306782	C0002884	anémie hypochrome;anemie hypochrome	1.0	chlorose	anemie hypochrome;anemie hypochrome
Q39222	phonophobie	Q2434711	n/a	n/a	1.0	phonophobie	n/a
Q166907	yeux rouges	Q2610154	C0235267	yeux rouges;oeil rouge;rougeur oculaire;rougeur des yeux	1.0	yeux rouges	yeux rouges;oeil rouge;rougeur oculaire;rougeur des yeux
Q183134	fièvre intermittente	Q3073147	C0277799	fièvre intermittente;pyrexie intermittente	1.0	fievre intermittente	fievre intermittente;pyrexie intermittente
Q166907	congestion nasale	Q3245488	C0027429	obstruction nasale;obstruction du nez	0.5	congestion nasale	obstruction nasale;obstruction du nez
Q408089	insuffisance respiratoire	Q767485	C0035229;C0264490;C1145670;C4020855	insuffisance respiratoire;ira;insuffisance respiratoire aiguë;défaillance respiratoire;insuffisance respiratoire;defaillance respiratoire	0.5	insuffisance respiratoire	insuffisance respiratoire;ira;insuffisance respiratoire aigue;defaillance respiratoire;insuffisance respiratoire;defaillance respiratoire
Q6469283	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q6972442	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q6972442	ictère	Q133244	C0022346	jaunisse;ictère sai;ictère;ictere	0.25	ictere	jaunisse;ictere sai;ictere;ictere
Q39222	photophobie	Q281289	C0085636;C4020887	photophobie;sensibilité à la lumière;photosensibilité oculaire	0.25	photophobie	photophobie;sensibilite a la lumiere;photosensibilite oculaire
Q166907	photophobie	Q281289	C0085636;C4020887	photophobie;sensibilité à la lumière;photosensibilité oculaire	0.25	photophobie	photophobie;sensibilite a la lumiere;photosensibilite oculaire
Q2076966	fièvre	Q38933	C0015967;C0085594	température élevée;fébrile;pyrexie sai;elevation de la temperature;hyperthermie;fièvre;pyrexie;élévation de la température corporelle;fiévreux;température augmentée;fievre;frissons de fièvre;frissons et fièvre	0.083	fievre	temperature elevee;febrile;pyrexie sai;elevation de la temperature;hyperthermie;fievre;pyrexie;elevation de la temperature corporelle;fievreux;temperature augmentee;fievre;frissons de fievre;frissons et fievre
Q2360849	fièvre	Q38933	C0015967;C0085594	température élevée;fébrile;pyrexie sai;elevation de la temperature;hyperthermie;fièvre;pyrexie;élévation de la température corporelle;fiévreux;température augmentée;fievre;frissons de fièvre;frissons et fièvre	0.083	fievre	temperature elevee;febrile;pyrexie sai;elevation de la temperature;hyperthermie;fievre;pyrexie;elevation de la temperature corporelle;fievreux;temperature augmentee;fievre;frissons de fievre;frissons et fievre
Q3281303	fièvre	Q38933	C0015967;C0085594	température élevée;fébrile;pyrexie sai;elevation de la temperature;hyperthermie;fièvre;pyrexie;élévation de la température corporelle;fiévreux;température augmentée;fievre;frissons de fièvre;frissons et fièvre	0.083	fievre	temperature elevee;febrile;pyrexie sai;elevation de la temperature;hyperthermie;fievre;pyrexie;elevation de la temperature corporelle;fievreux;temperature augmentee;fievre;frissons de fievre;frissons et fievre
Q6717114	handicap mental	Q183560	C0020796;C0025362;C3161330;C3714756	arriération profonde;idiotie;arriération mentale profonde;arrieration mentale;retard mental non précisée;retard mental;arriération mentale;retards mentaux;déficience intellectuelle;trouble du développement intellectuel;handicap intellectuel;handicaps intellectuels;retard mental	0.333	handicap mental	arrieration profonde;idiotie;arrieration mentale profonde;arrieration mentale;retard mental non precisee;retard mental;arrieration mentale;retards mentaux;deficience intellectuelle;trouble du developpement intellectuel;handicap intellectuel;handicaps intellectuels;retard mental
Q1790424	pneumonie	Q12192	C0032285	pneumopathie infectieuse;inflammation du poumon;pneumonie sai;pneumonie;pneumopathie inflammatoire	1.0	pneumonie	pneumopathie infectieuse;inflammation du poumon;pneumonie sai;pneumonie;pneumopathie inflammatoire
Q18553712	inflammation	Q101991	C0021368	inflammations;réaction inflammatoire;inflammation sai;inflammation	0.125	inflammation	inflammations;reaction inflammatoire;inflammation sai;inflammation
Q653383	contusion	Q574491	n/a	n/a	1.0	contusion	n/a
Q408089	dysphagie	Q623289	C0392678	troubles de la deglutition;probleme de deglutition;perturbation de la déglutition	1.0	dysphagie	troubles de la deglutition;probleme de deglutition;perturbation de la deglutition
Q11903425	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q12626662	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q17119115	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q18553207	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q18553238	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q18553712	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q2076966	anémie	Q5445	C0002871;C0162119	anemie;anémie non précisée;anémie;anémie sai;anémie, non précisée;diminution du taux d'hemoglobine;hémogobine diminuée;hémoglobine diminuée;hb diminuée;hémoglobine basse	0.2	anemie	anemie;anemie non precisee;anemie;anemie sai;anemie, non precisee;diminution du taux d'hemoglobine;hemogobine diminuee;hemoglobine diminuee;hb diminuee;hemoglobine basse
Q3234995	anémie	Q5445	C0002871;C0162119	anemie;anémie non précisée;anémie;anémie sai;anémie, non précisée;diminution du taux d'hemoglobine;hémogobine diminuée;hémoglobine diminuée;hb diminuée;hémoglobine basse	0.2	anemie	anemie;anemie non precisee;anemie;anemie sai;anemie, non precisee;diminution du taux d'hemoglobine;hemogobine diminuee;hemoglobine diminuee;hb diminuee;hemoglobine basse
Q574975	rougissement	Q3443277	n/a	n/a	1.0	rougissement	n/a
Q628648	cervicalgie	Q3567802	C0007859	douleur cervicale;douleur du cou;douleur au cou;cervicalgie;algie cervicale;cervicodynie	0.333	cervicalgie	douleur cervicale;douleur du cou;douleur au cou;cervicalgie;algie cervicale;cervicodynie
Q460591	signe du godet	Q3954319	C0333243	oedème prenant le godet;oedème qui prend le godet	1.0	signe du godet	oedeme prenant le godet;oedeme qui prend le godet
Q408089	salivation	Q4424146	n/a	n/a	1.0	salivation	n/a
Q574975	vision floue	Q4930803	n/a	n/a	1.0	vision floue	n/a
Q408089	pneumopathie chimique	Q5090486	C0041881	affections respiratoires non précisées due à des émanations et des vapeurs;affections respiratoires non précisées dues à des fumées et vapeurs	1.0	pneumopathie chimique	affections respiratoires non precisees due a des emanations et des vapeurs;affections respiratoires non precisees dues a des fumees et vapeurs
Q460591	formication	Q5470185	C0016579	fourmillements;fourmillement;rampant;reptation;sensation d'insectes rampants;sensation d'insectes rampants sur la peau	1.0	formication	fourmillements;fourmillement;rampant;reptation;sensation d'insectes rampants;sensation d'insectes rampants sur la peau
Q408089	dysgueusie	Q6402731	n/a	n/a	1.0	dysgueusie	n/a
Q460591	saute d'humeur	Q7933601	n/a	n/a	1.0	saute d'humeur	n/a
Q460591	vertige	Q10686316	n/a	n/a	0.25	vertige	n/a
Q11883686	myoclonie	Q116275	C0027066;C1854302	contraction myoclonique;myoclonie;réflexes mycloniques;contractions myocloniques	1.0	myoclonie	contraction myoclonique;myoclonie;reflexes mycloniques;contractions myocloniques
Q18324719	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q18553238	vomissement	Q127076	C0042963	vomissement sai;vomi;vomissement	0.045	vomissement	vomissement sai;vomi;vomissement
Q5596834	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q6972442	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q7005033	cataracte	Q127724	C0029531;C0086543;C1510497	autre cataracte;cataracte sai;cataractes;cataracte;cataracte non précisée;opacité du cristallin;opacite du cristallin;cataracte;opacités du cristallin;opacité cristalline	0.333	cataracte	autre cataracte;cataracte sai;cataractes;cataracte;cataracte non precisee;opacite du cristallin;opacite du cristallin;cataracte;opacites du cristallin;opacite cristalline
Q3153686	fatigue	Q9690	C0015672	epuisement;perte d'énergie;énergie diminuée;sensation de manque total d'énergie;lassitude;faiblesse;fatigue extrême;éreinté;fatigue	0.125	fatigue	epuisement;perte d'energie;energie diminuee;sensation de manque total d'energie;lassitude;faiblesse;fatigue extreme;ereinte;fatigue
Q2581333	irritabilité	Q29299	C2700617	n/a	0.167	irritabilite	n/a
Q2076966	fibrose pulmonaire	Q32446	C0034069	fibrose du poumon;fibrose pulmonaire;sclérose pulmonaire	1.0	fibrose pulmonaire	fibrose du poumon;fibrose pulmonaire;sclerose pulmonaire
Q243257	trouble neurologique	Q3339235	C0027765	trouble neurologique sai;affections non précisées du système nerveux;troubles neurologiques sai;neuropathies;trouble du système nerveux;nerv;maladies neurologiques;trouble du système nerveux sai;affections du système nerveux;troubles neurologiques;maladies du système nerveux;systeme nerveux central et periph.	1.0	trouble neurologique	trouble neurologique sai;affections non precisees du systeme nerveux;troubles neurologiques sai;neuropathies;trouble du systeme nerveux;nerv;maladies neurologiques;trouble du systeme nerveux sai;affections du systeme nerveux;troubles neurologiques;maladies du systeme nerveux;systeme nerveux central et periph.
Q166907	transpiration animale	Q3537764	C0038990	transpiration;sécrétion de sueur;sudation	0.25	transpiration animale	transpiration;secretion de sueur;sudation
Q39222	arrêt respiratoire	Q3774744	n/a	n/a	1.0	arret respiratoire	n/a
Q219223	ballonnement abdominal	Q4927059	C1291077	meteorisme;ballonnement abdo;tympanisme;météorisme;ballonnements;ballonnement abdominal;ballonnements sai	1.0	ballonnement abdominal	meteorisme;ballonnement abdo;tympanisme;meteorisme;ballonnements;ballonnement abdominal;ballonnements sai
Q462833	désorientation	Q1895873	C0233407	orientation altérée;désorienté(e);desorientation;désorientation	1.0	desorientation	orientation alteree;desoriente(e);desorientation;desorientation
Q574975	xérodermie	Q1929023	n/a	n/a	1.0	xerodermie	n/a
Q408089	altération visuelle	Q2266426	n/a	n/a	0.5	alteration visuelle	n/a
Q460591	altération visuelle	Q2266426	n/a	n/a	0.5	alteration visuelle	n/a
Q408089	crampe abdominale	Q3002092	C0000729	douleurs abdominales de type crampe;crampes abdominales;colique abdominale;crampe abdominale;tranchees abdominales;crampes de l'abdomen	0.5	crampe abdominale	douleurs abdominales de type crampe;crampes abdominales;colique abdominale;crampe abdominale;tranchees abdominales;crampes de l'abdomen
Q460591	trouble de la continence	Q3232712	n/a	n/a	1.0	trouble de la continence	n/a
Q10529545	acné	Q79928	C0152249;C0702166;C1858506	acné varioliforme;acnés;acne;acné;acné sai	1.0	acne	acne varioliforme;acnes;acne;acne;acne sai
Q5875173	hépatosplénomégalie	Q1260186	n/a	n/a	0.333	hepatosplenomegalie	n/a
Q7243138	hippocratisme digital	Q1340669	n/a	n/a	1.0	hippocratisme digital	n/a
Q7165022	Ectopie cardiaque	Q1356194	C0013580	exocardie;coeur ectopique;ectopie cardiaque;ectocardie	1.0	ectopie cardiaque	exocardie;coeur ectopique;ectopie cardiaque;ectocardie
Q6972442	hépatomégalie	Q1362864	C0019209	hypertrophie hépatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hépatomégalie	0.25	hepatomegalie	hypertrophie hepatique;augmentation du volume du foie;hepatomegalie;hypertrophie du foie;augmentation de taille du foie;hepatomegalie
Q5986440	photophobie	Q281289	C0085636;C4020887	photophobie;sensibilité à la lumière;photosensibilité oculaire	0.25	photophobie	photophobie;sensibilite a la lumiere;photosensibilite oculaire
Q6668132	hématurie	Q373597	C0018965	hematurie;hématurie;urines sanglantes;sang dons l' urine	0.333	hematurie	hematurie;hematurie;urines sanglantes;sang dons l' urine
Q574975	xérostomie	Q1162276	C0043352	hyposécrétion salivaire;hypoptyalisme;secheresse buccale;hypo-sialorrhee;sécheresse buccale;sècheresse de la bouche;bouche sèche;salive diminuée;xerostomie;secheresse de la bouche;asialie;aptyalisme;bouche devenue sèche;sécherese orale;xérostomie	0.333	xerostomie	hyposecretion salivaire;hypoptyalisme;secheresse buccale;hypo-sialorrhee;secheresse buccale;secheresse de la bouche;bouche seche;salive diminuee;xerostomie;secheresse de la bouche;asialie;aptyalisme;bouche devenue seche;secherese orale;xerostomie
Q628648	otalgie	Q1596398	C0013456	otalgie;otodynie;maux d'oreille;otalgie, non précisée;douleur de l'oreille;douleur dans l'oreille;douleur auriculaire	1.0	otalgie	otalgie;otodynie;maux d'oreille;otalgie, non precisee;douleur de l'oreille;douleur dans l'oreille;douleur auriculaire
Q511818	contractures tétaniques	Q1632123	n/a	n/a	1.0	contractures tetaniques	n/a
Q5526844	vomissement fécaloïde	Q1938763	n/a	n/a	1.0	vomissement fecaloide	n/a
Q6139748	sénescence	Q2070979	CL415057	n/a	1.0	senescence	n/a
Q7165022	hernie diaphragmatique	Q2119430	n/a	n/a	1.0	hernie diaphragmatique	n/a
Q11497176	Rage de dents	Q143925	n/a	n/a	1.0	rage de dents	n/a
Q16333787	œdème	Q152234	C0013604	oedèmes sai;oedeme sai;oedème;oedème sai;oedeme	0.333	oedeme	oedemes sai;oedeme sai;oedeme;oedeme sai;oedeme
Q460591	perte de conscience	Q18356391	C3845746	n/a	1.0	perte de conscience	n/a
Q408089	indécision	Q19357654	C0423908;CL449162	n/a	1.0	indecision	n/a
Q605576	couleur anormale de la peau	Q47085690	C0151907	altération de la couleur cutanée;coloration anormale de la peau;dyschromie, non précisée;couleur anormale de la peau;dyschromie;dyschromie cutanée;dyschromie cutanee	0.5	couleur anormale de la peau	alteration de la couleur cutanee;coloration anormale de la peau;dyschromie, non precisee;couleur anormale de la peau;dyschromie;dyschromie cutanee;dyschromie cutanee
Q648982	couleur anormale de la peau	Q47085690	C0151907	altération de la couleur cutanée;coloration anormale de la peau;dyschromie, non précisée;couleur anormale de la peau;dyschromie;dyschromie cutanée;dyschromie cutanee	0.5	couleur anormale de la peau	alteration de la couleur cutanee;coloration anormale de la peau;dyschromie, non precisee;couleur anormale de la peau;dyschromie;dyschromie cutanee;dyschromie cutanee
Q628648	douleur de l'épaule	Q55105885	C0037011	scapulalgie;douleur de l'épaule;douleur scapulaire	1.0	douleur de l'epaule	scapulalgie;douleur de l'epaule;douleur scapulaire
Q2076966	cataracte	Q127724	C0029531;C0086543;C1510497	autre cataracte;cataracte sai;cataractes;cataracte;cataracte non précisée;opacité du cristallin;opacite du cristallin;cataracte;opacités du cristallin;opacité cristalline	0.333	cataracte	autre cataracte;cataracte sai;cataractes;cataracte;cataracte non precisee;opacite du cristallin;opacite du cristallin;cataracte;opacites du cristallin;opacite cristalline
Q7262033	pustule	Q599389	C0542346	boutons;bouton	1.0	pustule	boutons;bouton
Q6972442	exanthème	Q653197	C0015230	rash cutané;efflorescence;eruption;rash et autre éruption cutanée non spécifique;rash;exanthème;rash (non spécifique);rash sai;éruption cutanée;exantheme	0.2	exantheme	rash cutane;efflorescence;eruption;rash et autre eruption cutanee non specifique;rash;exantheme;rash (non specifique);rash sai;eruption cutanee;exantheme
Q5514398	cholestase	Q1075923	C0008370	obstruction des voies biliaires sai;obstruction de la voi biliaire;cholestase;obstruction des voies biliaires;obstruction biliaire;cholostase;stase biliaire;occlusion des voies biliaires;rétention biliaire	1.0	cholestase	obstruction des voies biliaires sai;obstruction de la voi biliaire;cholestase;obstruction des voies biliaires;obstruction biliaire;cholostase;stase biliaire;occlusion des voies biliaires;retention biliaire
Q2360849	céphalée	Q86	C0018681	céphalée;cephalalgie;gene dans la tete;mal de tete;mal de tête;céphalée sai;céphalodynie;céphalées;douleur crânienne;maux de tête;céphalalgie;douleur dans la tête;cephalees (sf n02 n89 r09);céphalgie;cephalees	0.059	cephalee	cephalee;cephalalgie;gene dans la tete;mal de tete;mal de tete;cephalee sai;cephalodynie;cephalees;douleur cranienne;maux de tete;cephalalgie;douleur dans la tete;cephalees (sf n02 n89 r09);cephalgie;cephalees
Q2581333	céphalée	Q86	C0018681	céphalée;cephalalgie;gene dans la tete;mal de tete;mal de tête;céphalée sai;céphalodynie;céphalées;douleur crânienne;maux de tête;céphalalgie;douleur dans la tête;cephalees (sf n02 n89 r09);céphalgie;cephalees	0.059	cephalee	cephalee;cephalalgie;gene dans la tete;mal de tete;mal de tete;cephalee sai;cephalodynie;cephalees;douleur cranienne;maux de tete;cephalalgie;douleur dans la tete;cephalees (sf n02 n89 r09);cephalgie;cephalees
Q3153686	céphalée	Q86	C0018681	céphalée;cephalalgie;gene dans la tete;mal de tete;mal de tête;céphalée sai;céphalodynie;céphalées;douleur crânienne;maux de tête;céphalalgie;douleur dans la tête;cephalees (sf n02 n89 r09);céphalgie;cephalees	0.059	cephalee	cephalee;cephalalgie;gene dans la tete;mal de tete;mal de tete;cephalee sai;cephalodynie;cephalees;douleur cranienne;maux de tete;cephalalgie;douleur dans la tete;cephalees (sf n02 n89 r09);cephalgie;cephalees
Q2360849	toux	Q35805	C0010200	toux	0.2	toux	toux
Q2463884	inflammation	Q101991	C0021368	inflammations;réaction inflammatoire;inflammation sai;inflammation	0.125	inflammation	inflammations;reaction inflammatoire;inflammation sai;inflammation
Q3281303	inflammation	Q101991	C0021368	inflammations;réaction inflammatoire;inflammation sai;inflammation	0.125	inflammation	inflammations;reaction inflammatoire;inflammation sai;inflammation
Q460591	étourdissement	Q10916362	C0012833	sensation vertigineuse;sensation de tete qui tourne;étourdissement;état nébuleux;etourdissement	0.2	etourdissement	sensation vertigineuse;sensation de tete qui tourne;etourdissement;etat nebuleux;etourdissement
Q408089	irritation oculaire	Q11820606	C0235266	irritation oculaire;irritation des yeux	0.5	irritation oculaire	irritation oculaire;irritation des yeux
Q408089	exanthème	Q14509067	C0015230	rash cutané;efflorescence;eruption;rash et autre éruption cutanée non spécifique;rash;exanthème;rash (non spécifique);rash sai;éruption cutanée;exantheme	1.0	exantheme	rash cutane;efflorescence;eruption;rash et autre eruption cutanee non specifique;rash;exantheme;rash (non specifique);rash sai;eruption cutanee;exantheme
Q408089	trouble gastro-intestinal	Q18343527	C0232459	difficultes digestives;trouble gastro-intestinal;mauvaise digestion;troubles de la digestion	1.0	trouble gastro-intestinal	difficultes digestives;trouble gastro-intestinal;mauvaise digestion;troubles de la digestion
Q12167939	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q18324719	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q18553231	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q18553712	hémorragie	Q166019	n/a	n/a	0.083	hemorragie	n/a
Q2425407	nécrose	Q178069	n/a	n/a	0.333	necrose	n/a
Q5596834	coma	Q159557	C0009421	coma sai;comateux/euse;coma	0.5	coma	coma sai;comateux/euse;coma
Q18553238	constipation	Q178436	C0237326;C0009806	dyschézie;défécation douloureuse;dyschésie;constipation	0.333	constipation	dyschezie;defecation douloureuse;dyschesie;constipation
Q11903425	paralysie	Q107231	n/a	n/a	0.167	paralysie	n/a
Q2076966	ictère	Q133244	C0022346	jaunisse;ictère sai;ictère;ictere	0.25	ictere	jaunisse;ictere sai;ictere;ictere
Q2270671	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q2360849	diarrhée	Q40878	C0013369	dysenterie sai;dysenterie;diarrhée infectieuse;maladie diarrhéique infectieuse	0.033	diarrhee	dysenterie sai;dysenterie;diarrhee infectieuse;maladie diarrheique infectieuse
Q17326470	insuffisance cardiaque	Q181754	n/a	n/a	1.0	insuffisance cardiaque	n/a
Q2360849	sepsis	Q183134	C0036690	septicémie sai;septicémie;septicémie non précisée;septicemie	1.0	sepsis	septicemie sai;septicemie;septicemie non precisee;septicemie
Q2270671	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q2360849	douleur abdominale	Q183425	C0000737	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen	0.071	douleur abdominale	douleur abd.;douleur abdo;douleur abdo.;douleur abdominale;douleur abdominale sai;douleur intestinale;douleur de l'abdomen
Q3153686	anxiété	Q154430	C0003467;C0679771;C1842981;C4020884	angoisse;anxiété;reaction d'anxiete;réaction d'anxiété;anxieux;anxiete;minimisation des conséquences;réduction des méfaits;réduction des dommages;névrosisme;névrotisme;neuroticisme;traits de neuroticisme	1.0	anxiete	angoisse;anxiete;reaction d'anxiete;reaction d'anxiete;anxieux;anxiete;minimisation des consequences;reduction des mefaits;reduction des dommages;nevrosisme;nevrotisme;neuroticisme;traits de neuroticisme
Q2140130	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q2360849	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q1958249	œdème	Q152234	C0013604	oedèmes sai;oedeme sai;oedème;oedème sai;oedeme	0.333	oedeme	oedemes sai;oedeme sai;oedeme;oedeme sai;oedeme
Q2270671	œdème	Q152234	C0013604	oedèmes sai;oedeme sai;oedème;oedème sai;oedeme	0.333	oedeme	oedemes sai;oedeme sai;oedeme;oedeme sai;oedeme
Q7005033	scoliose	Q174857	C0036439	scoliose	1.0	scoliose	scoliose
Q4463309	céphalée	Q86	C0018681	céphalée;cephalalgie;gene dans la tete;mal de tete;mal de tête;céphalée sai;céphalodynie;céphalées;douleur crânienne;maux de tête;céphalalgie;douleur dans la tête;cephalees (sf n02 n89 r09);céphalgie;cephalees	0.059	cephalee	cephalee;cephalalgie;gene dans la tete;mal de tete;mal de tete;cephalee sai;cephalodynie;cephalees;douleur cranienne;maux de tete;cephalalgie;douleur dans la tete;cephalees (sf n02 n89 r09);cephalgie;cephalees
Q16333787	filariose lymphatique	Q192100	C0013884	filariose lymphatique;filariose de bancroft;éléphantiasis filarien	1.0	filariose lymphatique	filariose lymphatique;filariose de bancroft;elephantiasis filarien
Q2271749	endocardite	Q82504	C0014118;C0375268	endocardite sai;endocardite;endocardite aiguë;endocardite aiguë non précisée	0.5	endocardite	endocardite sai;endocardite;endocardite aigue;endocardite aigue non precisee
Q6717114	micropénis	Q1471642	C1387005;C0266435	n/a	1.0	micropenis	n/a
Q5514398	acidose lactique	Q1500373	C0001125;C0347959	acidose lactique	1.0	acidose lactique	acidose lactique
Q7165022	omphalocèle	Q1521567	C0795690;C1306503	omphalocèle;exomphale;exomphalocèle;hernie ombilicale;omphalocèle;hernie ombilicale congénitale;omphalocele	1.0	omphalocele	omphalocele;exomphale;exomphalocele;hernie ombilicale;omphalocele;hernie ombilicale congenitale;omphalocele
Q6951345	Hyperammoniémie	Q1640868	C0220994	hyperammonémie;hyperammoniémie;hyperammoniemie	1.0	hyperammoniemie	hyperammonemie;hyperammoniemie;hyperammoniemie
Q5514398	retard de croissance intra-utérin	Q1671598	C0015934;C0302511	retard de croissance foetale, non précisé {poids};microsomie;retard de développement foetal;restriction de croissance intra-utérine;retard de croissance intra-utérin;retard de croissance foetale, poids non précisé;retard de croissance foetale, non précisé;hypotrophie foetale;restriction de croissance foetale;retard de croissance foetale;rciu;retard de croissance intra-utérine	1.0	retard de croissance intra-uterin	retard de croissance foetale, non precise {poids};microsomie;retard de developpement foetal;restriction de croissance intra-uterine;retard de croissance intra-uterin;retard de croissance foetale, poids non precise;retard de croissance foetale, non precise;hypotrophie foetale;restriction de croissance foetale;retard de croissance foetale;rciu;retard de croissance intra-uterine
Q67841409	céphalée	Q86	C0018681	céphalée;cephalalgie;gene dans la tete;mal de tete;mal de tête;céphalée sai;céphalodynie;céphalées;douleur crânienne;maux de tête;céphalalgie;douleur dans la tête;cephalees (sf n02 n89 r09);céphalgie;cephalees	0.059	cephalee	cephalee;cephalalgie;gene dans la tete;mal de tete;mal de tete;cephalee sai;cephalodynie;cephalees;douleur cranienne;maux de tete;cephalalgie;douleur dans la tete;cephalees (sf n02 n89 r09);cephalgie;cephalees
Q18553230	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q18553238	nausée	Q186889	C0027497	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausée;nauséeux;nausees	0.059	nausee	gueule de bois;mal au coeur;sensation de mal au coeur;nausee;nausee;nauseeux;nausees
Q5986440	ichtyose	Q523893	C0020757;C0020758	changements cutanés ichthyosiformes;ichtyoses;ichtyose;ichthyose;ichthyose congénitale;ichtyose congénitale	1.0	ichtyose	changements cutanes ichthyosiformes;ichtyoses;ichtyose;ichthyose;ichthyose congenitale;ichtyose congenitale
Q5596834	spasme	Q574360	C0037763	spasme;spasme musculaire;contractures musculaires;spasmes	1.0	spasme	spasme;spasme musculaire;contractures musculaires;spasmes
Q18553230	mal de dos	Q5781808	C0004604	douleur dorsale;dorso-lombalgie;dorsalgie;douleur du dos;douleurs rachidiennes;douleur du dos, non précisée;mal de dos	0.333	mal de dos	douleur dorsale;dorso-lombalgie;dorsalgie;douleur du dos;douleurs rachidiennes;douleur du dos, non precisee;mal de dos
Q17540092	hamartome lipomateux	Q7005041	n/a	n/a	1.0	hamartome lipomateux	n/a
Q16889762	pterygium	Q17142318	n/a	n/a	1.0	pterygium	n/a
Q17122962	dysplasie mésomélique	Q19597858	n/a	n/a	1.0	dysplasie mesomelique	n/a
Q16567703	gonflement des ganglions lymphatiques	Q102187500	C0497156	adénopathie;lymphadenopathie;lymphadénopathie	0.5	gonflement des ganglions lymphatiques	adenopathie;lymphadenopathie;lymphadenopathie
Q18324719	choc circulatoire	Q178061	n/a	n/a	0.333	choc circulatoire	n/a
Q18553230	choc circulatoire	Q178061	n/a	n/a	0.333	choc circulatoire	n/a
