CIS	CISLabel	IN	INlabel	drugUri	CISLabel_processed	INlabel_processed
CIS61541821	AZANTAC 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	azantac 150 mg, comprime effervescent	ranitidine
CIS62840118	AZANTAC INJECTABLE 50 mg/2 ml, solution injectable en ampoule	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	azantac injectable 50 mg/2 ml, solution injectable en ampoule	ranitidine
CIS63771461	RANIPLEX 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	raniplex 150 mg, comprime effervescent	ranitidine
CIS60002504	RANITIDINE BIOGARAN 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine biogaran 150 mg, comprime effervescent	ranitidine
CIS61838819	RANITIDINE ARROW 75 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine arrow 75 mg, comprime effervescent	ranitidine
CIS62200673	RANITIDINE MYLAN 150 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine mylan 150 mg, comprime pellicule	ranitidine
CIS63434654	RANITIDINE SANDOZ 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine sandoz 300 mg, comprime pellicule	ranitidine
CIS60476630	RANITIDINE ARROW 300 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine arrow 300 mg, comprime effervescent	ranitidine
CIS62349845	RANITIDINE EG 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine eg 150 mg, comprime effervescent	ranitidine
CIS60110490	RANITIDINE SANDOZ 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine sandoz 150 mg, comprime effervescent	ranitidine
CIS62803066	RANITIDINE EG 300 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine eg 300 mg, comprime effervescent	ranitidine
CIS65109314	AZANTAC 150 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	azantac 150 mg, comprime pellicule	ranitidine
CIS64439241	AZANTAC 75 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	azantac 75 mg, comprime effervescent	ranitidine
CIS66293778	AZANTAC 300 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	azantac 300 mg, comprime effervescent	ranitidine
CIS67872002	RANITIDINE MYLAN 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine mylan 300 mg, comprime pellicule	ranitidine
CIS69194575	RANIPLEX 300 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	raniplex 300 mg, comprime effervescent	ranitidine
CIS64593428	RANITIDINE BIOGARAN 150 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine biogaran 150 mg, comprime pellicule	ranitidine
CIS64695995	RANITIDINE TEVA 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine teva 300 mg, comprime pellicule	ranitidine
CIS65812914	RANITIDINE EG 150 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine eg 150 mg, comprime pellicule secable	ranitidine
CIS66333404	RANITIDINE EG 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine eg 300 mg, comprime pellicule	ranitidine
CIS67516508	RANITIDINE ARROW 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine arrow 150 mg, comprime effervescent	ranitidine
CIS69382100	RANITIDINE BIOGARAN 300 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine biogaran 300 mg, comprime pellicule	ranitidine
CIS69619243	RANITIDINE MYLAN 300 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine mylan 300 mg, comprime effervescent	ranitidine
CIS64940633	RANITIDINE ZENTIVA 150 mg, comprimé effervescent	http://www.romedi.fr/romedi/INfq49vqsf1ailtvrmh0li1clu4uastpcc	RANITIDINE	Q423037	ranitidine zentiva 150 mg, comprime effervescent	ranitidine
CIS65461618	NUTRINEAL PD4 A 1,1 POUR CENT D'ACIDES AMINES, solution pour dialyse péritonéale	http://www.romedi.fr/romedi/IN6vov0n068pomjegmco9l6t9dg9g2d5ra	ACIDE LACTIQUE	Q161249	nutrineal pd4 a 1,1 pour cent d'acides amines, solution pour dialyse peritoneale	acide lactique
CIS63095061	ZYVOXID 100 mg/5 ml, granulés pour suspension buvable	http://www.romedi.fr/romedi/INtrp2n0c797jni5ot2cgd97j4q78s01mj	LINÉZOLIDE	Q411377	zyvoxid 100 mg/5 ml, granules pour suspension buvable	linezolide
CIS63283095	ZYVOXID 2 mg/ml, solution pour perfusion	http://www.romedi.fr/romedi/INtrp2n0c797jni5ot2cgd97j4q78s01mj	LINÉZOLIDE	Q411377	zyvoxid 2 mg/ml, solution pour perfusion	linezolide
CIS61722572	LINEZOLIDE ARROW 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INtrp2n0c797jni5ot2cgd97j4q78s01mj	LINÉZOLIDE	Q411377	linezolide arrow 600 mg, comprime pellicule	linezolide
CIS68311278	ZYVOXID 600 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INtrp2n0c797jni5ot2cgd97j4q78s01mj	LINÉZOLIDE	Q411377	zyvoxid 600 mg, comprime pellicule	linezolide
CIS67910613	LINEZOLIDE PANPHARMA 2 mg/mL, solution pour perfusion	http://www.romedi.fr/romedi/INtrp2n0c797jni5ot2cgd97j4q78s01mj	LINÉZOLIDE	Q411377	linezolide panpharma 2 mg/ml, solution pour perfusion	linezolide
CIS69498279	LINEZOLIDE KABI 2 mg/ml, solution pour perfusion	http://www.romedi.fr/romedi/INtrp2n0c797jni5ot2cgd97j4q78s01mj	LINÉZOLIDE	Q411377	linezolide kabi 2 mg/ml, solution pour perfusion	linezolide
CIS61784766	EXOCINE 0,3 POUR CENT, collyre	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	exocine 0,3 pour cent, collyre	ofloxacine
CIS60151697	OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine biogaran 200 mg, comprime pellicule secable	ofloxacine
CIS61875707	OFLOXACINE MYLAN PHARMA 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine mylan pharma 200 mg/40 ml, solution pour perfusion	ofloxacine
CIS61932026	OFLOXACINE TEVA 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine teva 200 mg, comprime pellicule secable	ofloxacine
CIS62038794	OFLOXACINE EG 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine eg 200 mg, comprime pellicule secable	ofloxacine
CIS63222377	MONOFLOCET 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	monoflocet 200 mg, comprime pellicule	ofloxacine
CIS61868157	OFLOXACINE MACOPHARMA 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine macopharma 200 mg/40 ml, solution pour perfusion	ofloxacine
CIS61118807	QUINOFREE 1,5 mg/0,5 ml, collyre en récipient unidose	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	quinofree 1,5 mg/0,5 ml, collyre en recipient unidose	ofloxacine
CIS66484819	OFLOCET 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	oflocet 200 mg, comprime pellicule secable	ofloxacine
CIS68399214	OFLOCET 1,5 mg/0,5 ml, solution auriculaire en récipient unidose	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	oflocet 1,5 mg/0,5 ml, solution auriculaire en recipient unidose	ofloxacine
CIS65080478	OFLOXACINE MYLAN 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine mylan 200 mg, comprime pellicule secable	ofloxacine
CIS68270924	OFLOXACINE ARROW 200 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine arrow 200 mg, comprime pellicule secable	ofloxacine
CIS65525298	OFLOXACINE MYLAN 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine mylan 200 mg/40 ml, solution pour perfusion	ofloxacine
CIS67182916	OFLOXACINE AGUETTANT 200 mg/40 ml, solution pour perfusion	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine aguettant 200 mg/40 ml, solution pour perfusion	ofloxacine
CIS66256370	OFLOXACINE BIOGARAN 1,5 mg/0,5 ml, solution pour instillation auriculaire en récipient unidose	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	ofloxacine biogaran 1,5 mg/0,5 ml, solution pour instillation auriculaire en recipient unidose	ofloxacine
CIS69918249	MONOOX 1,5 mg/0,5 ml, collyre en solution en récipient unidose	http://www.romedi.fr/romedi/INtm946kofdc032so3hv1ip7m7u9c763oe	OFLOXACINE	Q411447	monoox 1,5 mg/0,5 ml, collyre en solution en recipient unidose	ofloxacine
CIS61168144	ZYPREXA VELOTAB 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa velotab 10 mg, comprime orodispersible	olanzapine
CIS60456154	ZYPREXA 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa 5 mg, comprime enrobe	olanzapine
CIS60841335	ZYPREXA 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa 10 mg, comprime enrobe	olanzapine
CIS63216709	ZYPREXA VELOTAB 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa velotab 20 mg, comprime orodispersible	olanzapine
CIS63739570	ZYPREXA 10 mg, poudre pour solution injectable	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa 10 mg, poudre pour solution injectable	olanzapine
CIS60083132	OLANZAPINE ARROW GENERIQUES 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine arrow generiques 10 mg, comprime orodispersible	olanzapine
CIS60660616	OLANZAPINE ARROW GENERIQUES 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine arrow generiques 15 mg, comprime orodispersible	olanzapine
CIS60898838	OLANZAPINE MYLAN 7,5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan 7,5 mg, comprime pellicule	olanzapine
CIS62740801	OLANZAPINE SANDOZ 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine sandoz 10 mg, comprime pellicule	olanzapine
CIS60126594	OLANZAPINE MYLAN 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan 5 mg, comprime orodispersible	olanzapine
CIS60226979	OLANZAPINE ACCORD 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine accord 5 mg, comprime enrobe	olanzapine
CIS60457822	OLANZAPINE ACCORD 7,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine accord 7,5 mg, comprime enrobe	olanzapine
CIS60507086	OLANZAPINE BIOGARAN 5 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine biogaran 5 mg, comprime enrobe	olanzapine
CIS61435661	OLANZAPINE MYLAN 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan 15 mg, comprime orodispersible	olanzapine
CIS62639275	OLANZAPINE MYLAN 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan 20 mg, comprime orodispersible	olanzapine
CIS62719458	OLANZAPINE MYLAN GENERIQUES 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan generiques 10 mg, comprime orodispersible	olanzapine
CIS63202499	OLANZAPINE ACCORD 10 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine accord 10 mg, comprime enrobe	olanzapine
CIS63591851	OLANZAPINE MYLAN GENERIQUES 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan generiques 15 mg, comprime orodispersible	olanzapine
CIS64048591	OLANZAPINE MYLAN GENERIQUES 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan generiques 5 mg, comprime orodispersible	olanzapine
CIS67974498	ZYPREXA 7,5 mg, comprimé enrobé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa 7,5 mg, comprime enrobe	olanzapine
CIS67376675	ZYPREXA VELOTAB 15 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa velotab 15 mg, comprime orodispersible	olanzapine
CIS68664125	ZYPREXA VELOTAB 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zyprexa velotab 5 mg, comprime orodispersible	olanzapine
CIS64604682	OLANZAPINE MYLAN GENERIQUES 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan generiques 20 mg, comprime orodispersible	olanzapine
CIS65000788	ZYPADHERA 300 mg, poudre et solvant pour suspension injectable à libération prolongée	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zypadhera 300 mg, poudre et solvant pour suspension injectable a liberation prolongee	olanzapine
CIS65771677	OLANZAPINE TEVA 5 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine teva 5 mg, comprime pellicule	olanzapine
CIS66396881	OLANZAPINE EG 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine eg 10 mg, comprime pellicule	olanzapine
CIS66627053	OLANZAPINE MYLAN 10 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan 10 mg, comprime pellicule	olanzapine
CIS67216628	OLANZAPINE ARROW GENERIQUES 20 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine arrow generiques 20 mg, comprime orodispersible	olanzapine
CIS65023242	ZYPADHERA 405 mg, poudre et solvant pour suspension injectable à libération prolongée	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	zypadhera 405 mg, poudre et solvant pour suspension injectable a liberation prolongee	olanzapine
CIS68362319	OLANZAPINE ARROW GENERIQUES 5 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine arrow generiques 5 mg, comprime orodispersible	olanzapine
CIS68880774	OLANZAPINE MYLAN 10 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine mylan 10 mg, comprime orodispersible	olanzapine
CIS67673769	OLANZAPINE ARROW 10 mg, comprimé	http://www.romedi.fr/romedi/INi83o7lo89ffq51l2omveid3av788ocrl	OLANZAPINE	Q201872	olanzapine arrow 10 mg, comprime	olanzapine
CIS61958462	BRILIQUE 90 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INo9trqqq09bov3s8hjudedul59php78do	TICAGRÉLOR	Q420542	brilique 90 mg, comprime pellicule	ticagrelor
CIS64746646	BRILIQUE 90 mg, comprimé orodispersible	http://www.romedi.fr/romedi/INo9trqqq09bov3s8hjudedul59php78do	TICAGRÉLOR	Q420542	brilique 90 mg, comprime orodispersible	ticagrelor
CIS61226028	MEROPENEM KABI 1 g, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/IN0l5le50k6udu8hm7klo8civ5d2s75nrg	MÉROPÉNEM	Q421670	meropenem kabi 1 g, poudre pour solution injectable ou pour perfusion	meropenem
CIS63758987	MEROPENEM MYLAN 1 g, poudre pour solution injectable/pour perfusion	http://www.romedi.fr/romedi/IN0l5le50k6udu8hm7klo8civ5d2s75nrg	MÉROPÉNEM	Q421670	meropenem mylan 1 g, poudre pour solution injectable/pour perfusion	meropenem
CIS63857992	MEROPENEM ARROW 1 g, poudre pour solution injectable/pour perfusion	http://www.romedi.fr/romedi/IN0l5le50k6udu8hm7klo8civ5d2s75nrg	MÉROPÉNEM	Q421670	meropenem arrow 1 g, poudre pour solution injectable/pour perfusion	meropenem
CIS67353986	MERONEM 1 g, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/IN0l5le50k6udu8hm7klo8civ5d2s75nrg	MÉROPÉNEM	Q421670	meronem 1 g, poudre pour solution injectable ou pour perfusion	meropenem
CIS67710121	MEROPENEM PANPHARMA 1 g, poudre pour solution injectable ou pour perfusion	http://www.romedi.fr/romedi/IN0l5le50k6udu8hm7klo8civ5d2s75nrg	MÉROPÉNEM	Q421670	meropenem panpharma 1 g, poudre pour solution injectable ou pour perfusion	meropenem
CIS66589688	MEROPENEM ARROW 500 mg, poudre pour solution injectable/pour perfusion	http://www.romedi.fr/romedi/IN0l5le50k6udu8hm7klo8civ5d2s75nrg	MÉROPÉNEM	Q421670	meropenem arrow 500 mg, poudre pour solution injectable/pour perfusion	meropenem
CIS61969626	SECTRAL 40 mg/ml, solution buvable en flacon	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	sectral 40 mg/ml, solution buvable en flacon	acebutolol
CIS64000931	SECTRAL 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	sectral 400 mg, comprime pellicule	acebutolol
CIS62096139	ACEBUTOLOL ARROW 400 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol arrow 400 mg, comprime pellicule secable	acebutolol
CIS63874155	ACEBUTOLOL EG 400 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol eg 400 mg, comprime pellicule	acebutolol
CIS66931921	SECTRAL 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	sectral 200 mg, comprime pellicule	acebutolol
CIS65521830	ACEBUTOLOL RANBAXY 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol ranbaxy 200 mg, comprime pellicule	acebutolol
CIS67579483	SECTRAL LP 500 mg, comprimé pelliculé à libération prolongée	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	sectral lp 500 mg, comprime pellicule a liberation prolongee	acebutolol
CIS67951019	ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol ratiopharm 200 mg, comprime enrobe	acebutolol
CIS65637614	ACEBUTOLOL BIOGARAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol biogaran 200 mg, comprime pellicule	acebutolol
CIS66904792	ACEBUTOLOL ARROW 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol arrow 200 mg, comprime pellicule	acebutolol
CIS67771398	ACEBUTOLOL MYLAN 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol mylan 200 mg, comprime pellicule	acebutolol
CIS69461099	ACEBUTOLOL EG 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol eg 200 mg, comprime pellicule	acebutolol
CIS64304820	ACEBUTOLOL SANDOZ 200 mg, comprimé enrobé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol sandoz 200 mg, comprime enrobe	acebutolol
CIS67050875	ACEBUTOLOL SANDOZ 400 mg, comprimé enrobé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol sandoz 400 mg, comprime enrobe	acebutolol
CIS69877717	ACEBUTOLOL ZENTIVA 200 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INbnq8l95n01j1qgas4urb0a4r1jn7gkj5	ACÉBUTOLOL	Q418857	acebutolol zentiva 200 mg, comprime pellicule	acebutolol
CIS62250594	MYCOSTATINE 100 000 UI/ml, suspension buvable	http://www.romedi.fr/romedi/INaubbcqj24u2lgnod44bkeflnlhdu5hvb	NYSTATINE	Q251005	mycostatine 100 000 ui/ml, suspension buvable	nystatine
CIS66085108	POLYGYNAX, capsule vaginale	http://www.romedi.fr/romedi/INaubbcqj24u2lgnod44bkeflnlhdu5hvb	NYSTATINE	Q251005	polygynax, capsule vaginale	nystatine
CIS68802779	TERGYNAN, comprimé vaginal	http://www.romedi.fr/romedi/INaubbcqj24u2lgnod44bkeflnlhdu5hvb	NYSTATINE	Q251005	tergynan, comprime vaginal	nystatine
CIS68739115	POLYGYNAX VIRGO, capsule vaginale	http://www.romedi.fr/romedi/INaubbcqj24u2lgnod44bkeflnlhdu5hvb	NYSTATINE	Q251005	polygynax virgo, capsule vaginale	nystatine
CIS66592652	AURICULARUM, poudre et solvant pour suspension pour instillation auriculaire	http://www.romedi.fr/romedi/INaubbcqj24u2lgnod44bkeflnlhdu5hvb	NYSTATINE	Q251005	auricularum, poudre et solvant pour suspension pour instillation auriculaire	nystatine
CIS60195010	UNIFLOX, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	Q256602	uniflox, comprime pellicule secable	ciprofloxacine
CIS60703576	CIPROFLOXACINE MYLAN PHARMA 400 mg/200 ml, solution pour perfusion	http://www.romedi.fr/romedi/INboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	Q256602	ciprofloxacine mylan pharma 400 mg/200 ml, solution pour perfusion	ciprofloxacine
CIS61161203	CIPROFLOXACINE TEVA 250 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	Q256602	ciprofloxacine teva 250 mg, comprime pellicule secable	ciprofloxacine
CIS61456011	CIPROFLOXACINE EG 250 mg, comprimé pelliculé	http://www.romedi.fr/romedi/INboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	Q256602	ciprofloxacine eg 250 mg, comprime pellicule	ciprofloxacine
CIS62124275	CIPROFLOXACINE MYLAN PHARMA 200 mg/100 ml, solution pour perfusion	http://www.romedi.fr/romedi/INboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	Q256602	ciprofloxacine mylan pharma 200 mg/100 ml, solution pour perfusion	ciprofloxacine
CIS62445726	CIPROFLOXACINE SANDOZ 500 mg, comprimé pelliculé sécable	http://www.romedi.fr/romedi/INboge64g3qp06k15n613i6qkt8miidegn	CIPROFLOXACINE	Q256602	ciprofloxacine sandoz 500 mg, comprime pellicule secable	ciprofloxacine
